clock,net.if.in[ens160],net.if.out[ens160],"proc.num[,,run]",proc.num[],system.cpu.intr,"system.cpu.load[percpu,avg1]","system.cpu.load[percpu,avg15]","system.cpu.load[percpu,avg5]",system.cpu.switches,"system.cpu.util[,idle]","system.cpu.util[,interrupt]","system.cpu.util[,iowait]","system.cpu.util[,nice]","system.cpu.util[,softirq]","system.cpu.util[,steal]","system.cpu.util[,system]","system.cpu.util[,user]","system.swap.size[,free]","system.swap.size[,pfree]","system.swap.size[,total]","vfs.fs.inode[/,pfree]","vfs.fs.inode[/boot,pfree]","vfs.fs.inode[/var/lib/docker/aufs,pfree]","vfs.fs.inode[/var/lib/kubelet,pfree]","vfs.fs.inode[/var/lib/rancher/volumes,pfree]","vfs.fs.size[/,pfree]","vfs.fs.size[/,total]","vfs.fs.size[/,used]","vfs.fs.size[/boot,free]","vfs.fs.size[/boot,pfree]","vfs.fs.size[/boot,total]","vfs.fs.size[/boot,used]","vfs.fs.size[/var/lib/docker/aufs,pfree]","vfs.fs.size[/var/lib/docker/aufs,total]","vfs.fs.size[/var/lib/docker/aufs,used]","vfs.fs.size[/var/lib/kubelet,free]","vfs.fs.size[/var/lib/kubelet,pfree]","vfs.fs.size[/var/lib/kubelet,total]","vfs.fs.size[/var/lib/kubelet,used]","vfs.fs.size[/var/lib/rancher/volumes,free]","vfs.fs.size[/var/lib/rancher/volumes,pfree]","vfs.fs.size[/var/lib/rancher/volumes,total]","vfs.fs.size[/var/lib/rancher/volumes,used]",vm.memory.size[available],vm.memory.size[total],normal,cpu,mem,io
1527319982,25813512,27494312,3,221,5361,2.1500,0.9200,1.4300,10193,17.2974,0.0000,0.1005,0.0167,21.5446,0.0000,11.5243,49.3467,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0386,79680208896,6775599104,408983552,87.2071,494512128,59996160,91.0386,79680208896,6775615488,68833431552,91.0387,79680208896,6775578624,68833439744,91.0387,79680208896,6775570432,3192807424,8371621888,1,0,0,0
1527319987,24727512,28231224,4,221,5351,2.0500,0.9200,1.4200,9698,16.5913,0.0000,0.1172,0.0168,21.7399,0.0000,11.5224,49.6986,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0386,79680208896,6775660544,408983552,87.2071,494512128,59996160,91.0385,79680208896,6775681024,68833366016,91.0386,79680208896,6775644160,68833382400,91.0386,79680208896,6775627776,3191414784,8371621888,1,0,0,0
1527319992,26098960,28056880,2,216,5531,1.9700,0.9200,1.4100,10177,17.0691,0.0000,0.1006,0.0168,22.2502,0.0000,11.4650,50.4526,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0385,79680208896,6775717888,408983552,87.2071,494512128,59996160,91.0385,79680208896,6775738368,68833300480,91.0385,79680208896,6775709696,68833320960,91.0385,79680208896,6775689216,7495696384,8371621888,1,0,0,0
1527319997,25458040,27417680,8,222,5521,2.3700,0.9500,1.5100,10033,17.2090,0.0000,0.1173,0.0168,22.3806,0.0000,9.6428,50.9383,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0384,79680208896,6775771136,408983552,87.2071,494512128,59996160,91.0384,79680208896,6775799808,68833251328,91.0384,79680208896,6775758848,68833259520,91.0384,79680208896,6775750656,7484432384,8371621888,1,0,0,0
1527320002,25476840,27915864,3,216,5542,2.5000,0.9700,1.5500,9981,17.5406,0.0000,0.1510,0.0000,22.4476,0.0000,9.7500,50.3440,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0383,79680208896,6775840768,408983552,87.2071,494512128,59996160,91.0383,79680208896,6775861248,68833185792,91.0383,79680208896,6775820288,68833198080,91.0384,79680208896,6775812096,7494758400,8371621888,1,0,0,0
1527320007,25304048,27523512,2,216,5412,2.3000,0.9600,1.5200,9899,17.5348,0.0000,0.1507,0.0000,22.4900,0.0000,9.6347,50.2595,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0382,79680208896,6775898112,408983552,87.2071,494512128,59996160,91.0382,79680208896,6775918592,68833128448,91.0383,79680208896,6775881728,68833140736,91.0383,79680208896,6775869440,7493926912,8371621888,1,0,0,0
1527320012,25369512,27577208,2,216,5448,2.1200,0.9600,1.5000,10040,17.4904,0.0000,0.1508,0.0000,22.6374,0.0000,9.7974,49.8241,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0382,79680208896,6775955456,408983552,87.2071,494512128,59996160,91.0381,79680208896,6775980032,68833062912,91.0382,79680208896,6775947264,68833083392,91.0382,79680208896,6775926784,7492591616,8371621888,1,0,0,0
1527320017,25241264,27426576,3,216,5449,2.4300,0.9900,1.5700,9798,17.2755,0.0000,0.2013,0.0000,22.6968,0.0000,9.7536,49.7484,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0381,79680208896,6776012800,408983552,87.2071,494512128,59996160,91.0380,79680208896,6776041472,68833005568,91.0381,79680208896,6776004608,68833017856,91.0381,79680208896,6775992320,7492100096,8371621888,1,0,0,0
1527320022,25477760,27632808,2,216,5508,2.4700,1.0000,1.5900,9952,17.0413,0.0000,0.1676,0.0000,22.8385,0.0000,9.8844,49.9078,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0380,79680208896,6776086528,408983552,87.2071,494512128,59996160,91.0379,79680208896,6776123392,68832944128,91.0380,79680208896,6776066048,68832952320,91.0380,79680208896,6776057856,7491485696,8371621888,1,0,0,0
1527320027,25433320,27675608,2,216,5468,2.4400,1.0000,1.6000,9892,17.0498,0.0000,0.1676,0.0000,22.8500,0.0000,9.9883,49.7989,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0379,79680208896,6776152064,408983552,87.2071,494512128,59996160,91.0379,79680208896,6776180736,68832870400,91.0379,79680208896,6776139776,68832878592,91.0379,79680208896,6776131584,7491956736,8371621888,1,0,0,0
1527320032,25496032,27539512,3,216,5541,2.4000,1.0100,1.6100,10052,16.9960,0.0000,0.1678,0.0000,22.9429,0.0000,10.0688,49.8238,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0378,79680208896,6776201216,408983552,87.2071,494512128,59996160,91.0378,79680208896,6776229888,68832821248,91.0379,79680208896,6776188928,68832821248,91.0379,79680208896,6776188928,7491305472,8371621888,1,0,0,0
1527320037,25208232,27613904,2,216,5517,2.4500,1.0200,1.6300,10078,17.0159,0.0000,0.1843,0.0000,22.9777,0.0000,10.0988,49.7654,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0378,79680208896,6776262656,408983552,87.2071,494512128,59996160,91.0377,79680208896,6776291328,68832759808,91.0378,79680208896,6776250368,68832768000,91.0378,79680208896,6776242176,7491936256,8371621888,1,0,0,0
1527320042,25502976,27560008,3,216,5591,2.2500,1.0100,1.6000,10245,17.2258,0.0000,0.2012,0.0000,22.5595,0.0000,10.1760,49.7653,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0377,79680208896,6776332288,408983552,87.2071,494512128,59996160,91.0376,79680208896,6776344576,68832690176,91.0377,79680208896,6776320000,68832710656,91.0377,79680208896,6776303616,7491969024,8371621888,1,0,0,0
1527320047,23913376,27318760,2,216,5429,2.0700,1.0100,1.5800,9375,17.3512,0.0000,0.1846,0.0000,22.6023,0.0000,10.3055,49.6141,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0376,79680208896,6776385536,408983552,87.2071,494512128,59996160,91.0376,79680208896,6776401920,68832636928,91.0376,79680208896,6776373248,68832653312,91.0376,79680208896,6776356864,7490723840,8371621888,1,0,0,0
1527320052,27095824,29156880,3,216,5238,2.1500,1.0200,1.6000,10028,16.9796,0.0000,0.1844,0.0000,22.6861,0.0000,10.2448,49.7317,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0375,79680208896,6776442880,408983552,87.2071,494512128,59996160,91.0375,79680208896,6776479744,68832587776,91.0375,79680208896,6776422400,68832595968,91.0376,79680208896,6776414208,7490908160,8371621888,1,0,0,0
1527320057,24796224,26948808,2,216,5605,2.1400,1.0200,1.6100,9875,17.0821,0.0000,0.1675,0.0167,22.7151,0.0000,10.2478,49.8409,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0374,79680208896,6776508416,408983552,87.2071,494512128,59996160,91.0374,79680208896,6776537088,68832514048,91.0374,79680208896,6776496128,68832522240,91.0375,79680208896,6776487936,7491334144,8371621888,1,0,0,0
1527320062,26331352,29334144,2,215,5226,2.0400,1.0200,1.6000,10022,16.6471,0.0000,0.1339,0.0167,22.9313,0.0000,10.1891,49.8996,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0373,79680208896,6776573952,408983552,87.2071,494512128,59996160,91.0373,79680208896,6776598528,68832452608,91.0374,79680208896,6776557568,68832464896,91.0374,79680208896,6776545280,7491395584,8371621888,1,0,0,0
1527320067,25420960,27761776,3,215,5443,2.0400,1.0300,1.6000,9841,16.4599,0.0000,0.1174,0.0168,23.1763,0.0000,10.2465,50.0503,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0373,79680208896,6776635392,408983552,87.2071,494512128,59996160,91.0372,79680208896,6776655872,68832382976,91.0373,79680208896,6776627200,68832395264,91.0373,79680208896,6776614912,7486947328,8371621888,1,0,0,0
1527320072,25391056,27524192,4,215,5469,2.0400,1.0300,1.6100,10108,16.6667,0.0000,0.1173,0.0168,23.0344,0.0000,10.2280,50.0000,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0372,79680208896,6776692736,408983552,87.2071,494512128,59996160,91.0372,79680208896,6776717312,68832325632,91.0372,79680208896,6776684544,68832342016,91.0372,79680208896,6776668160,7491108864,8371621888,1,0,0,0
1527320077,25157232,27594360,3,215,5522,2.1900,1.0500,1.6500,9852,16.8675,0.0000,0.0502,0.0167,22.9327,0.0000,10.2375,50.1087,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0371,79680208896,6776750080,408983552,87.2071,494512128,59996160,91.0371,79680208896,6776782848,68832268288,91.0371,79680208896,6776741888,68832280576,91.0371,79680208896,6776729600,7490654208,8371621888,1,0,0,0
1527320082,25521632,27527192,2,215,5526,2.1800,1.0600,1.6600,9886,17.0209,0.0000,0.0670,0.0167,22.9160,0.0000,10.1959,50.0335,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0370,79680208896,6776819712,408983552,87.2071,494512128,59996160,91.0370,79680208896,6776848384,68832202752,91.0370,79680208896,6776807424,68832219136,91.0371,79680208896,6776791040,7490674688,8371621888,1,0,0,0
1527320087,25572488,27669944,3,215,5536,2.0000,1.0500,1.6300,10085,16.9486,0.0000,0.0670,0.0167,22.7471,0.0000,10.0921,50.0084,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0370,79680208896,6776864768,408983552,87.2071,494512128,59996160,91.0369,79680208896,6776897536,68832153600,91.0370,79680208896,6776856576,68832161792,91.0370,79680208896,6776848384,7490514944,8371621888,1,0,0,0
1527320092,25520872,27652600,2,215,5505,2.0000,1.0600,1.6400,9965,16.9486,0.0000,0.0669,0.0167,22.7486,0.0000,10.1556,50.0167,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0369,79680208896,6776942592,408983552,87.2071,494512128,59996160,91.0368,79680208896,6776958976,68832088064,91.0369,79680208896,6776922112,68832096256,91.0369,79680208896,6776913920,7489916928,8371621888,1,0,0,0
1527320097,25352288,27585104,2,215,5396,1.8400,1.0500,1.6100,9904,16.7783,0.0000,0.0503,0.0168,22.6039,0.0000,10.2345,50.1424,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0368,79680208896,6776999936,408983552,87.2071,494512128,59996160,91.0368,79680208896,6777020416,68832030720,91.0368,79680208896,6776979456,68832038912,91.0368,79680208896,6776971264,7490248704,8371621888,1,0,0,0
1527320102,25443448,27561592,3,215,5423,1.8500,1.0600,1.6200,9867,16.5242,0.0000,0.0503,0.0168,22.8667,0.0000,10.0586,50.4440,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0367,79680208896,6777057280,408983552,87.2071,494512128,59996160,91.0367,79680208896,6777085952,68831969280,91.0367,79680208896,6777040896,68831981568,91.0367,79680208896,6777028608,7490498560,8371621888,1,0,0,0
1527320107,24061712,27481224,3,215,5461,1.9500,1.0700,1.6400,9442,16.4264,0.0000,0.0335,0.0168,22.9956,0.0000,9.9548,50.5445,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0366,79680208896,6777122816,408983552,87.2071,494512128,59996160,91.0366,79680208896,6777151488,68831895552,91.0366,79680208896,6777114624,68831916032,91.0367,79680208896,6777094144,7490347008,8371621888,1,0,0,0
1527320112,26895048,29042568,2,215,5402,2.3500,1.1000,1.7300,10358,16.8705,0.0000,0.0168,0.0168,23.0008,0.0000,10.2147,50.2347,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0365,79680208896,6777188352,408983552,87.2071,494512128,59996160,91.0365,79680208896,6777208832,68831838208,91.0366,79680208896,6777171968,68831850496,91.0366,79680208896,6777159680,7490482176,8371621888,1,0,0,0
1527320117,25402144,27489816,2,215,5549,2.1600,1.0900,1.7000,10149,16.9597,0.0000,0.0168,0.0000,22.7280,0.0000,10.2061,50.0670,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0365,79680208896,6777249792,408983552,87.2071,494512128,59996160,91.0364,79680208896,6777266176,68831780864,91.0365,79680208896,6777229312,68831789056,91.0365,79680208896,6777221120,7490797568,8371621888,1,0,0,0
1527320122,25276632,27651832,6,215,5573,2.7100,1.1300,1.8200,10075,17.5209,0.0000,0.0167,0.0000,22.4435,0.0000,10.2143,49.7238,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0364,79680208896,6777315328,408983552,87.2071,494512128,59996160,91.0363,79680208896,6777335808,68831707136,91.0364,79680208896,6777303040,68831727616,91.0364,79680208896,6777282560,7491829760,8371621888,1,0,0,0
1527320127,25501648,27794976,2,215,5497,2.5700,1.1300,1.8100,9825,17.7398,0.0000,0.0168,0.0000,21.9856,0.0000,10.2732,49.9245,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0363,79680208896,6777372672,408983552,87.2071,494512128,59996160,91.0363,79680208896,6777393152,68831645696,91.0363,79680208896,6777364480,68831657984,91.0363,79680208896,6777352192,7490859008,8371621888,1,0,0,0
1527320132,25386656,27523376,2,215,5438,2.9300,1.1600,1.8900,10309,17.5682,0.0000,0.0168,0.0000,22.1069,0.0000,10.2616,49.9748,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0362,79680208896,6777421824,408983552,87.2071,494512128,59996160,91.0362,79680208896,6777446400,68831608832,91.0363,79680208896,6777401344,68831617024,91.0363,79680208896,6777393152,7490330624,8371621888,1,0,0,0
1527320137,25143304,27398160,3,215,5533,2.7700,1.1600,1.8800,9772,17.4912,0.0000,0.0168,0.0000,22.1459,0.0000,10.4205,50.0251,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0362,79680208896,6777475072,408983552,87.2071,494512128,59996160,91.0361,79680208896,6777507840,68831543296,91.0362,79680208896,6777466880,68831555584,91.0362,79680208896,6777454592,7490404352,8371621888,1,0,0,0
