clock,bono_net.if.in[ens160],bono_net.if.out[ens160],"bono_proc.num[,,run]",bono_proc.num[],bono_system.cpu.intr,"bono_system.cpu.load[percpu,avg1]","bono_system.cpu.load[percpu,avg15]","bono_system.cpu.load[percpu,avg5]",bono_system.cpu.switches,"bono_system.cpu.util[,idle]","bono_system.cpu.util[,interrupt]","bono_system.cpu.util[,iowait]","bono_system.cpu.util[,nice]","bono_system.cpu.util[,softirq]","bono_system.cpu.util[,steal]","bono_system.cpu.util[,system]","bono_system.cpu.util[,user]","bono_system.swap.size[,free]","bono_system.swap.size[,pfree]","bono_system.swap.size[,total]","bono_vfs.fs.inode[/,pfree]","bono_vfs.fs.inode[/boot,pfree]","bono_vfs.fs.inode[/var/lib/docker/aufs,pfree]","bono_vfs.fs.inode[/var/lib/kubelet,pfree]","bono_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","bono_vfs.fs.size[/,pfree]","bono_vfs.fs.size[/,total]","bono_vfs.fs.size[/,used]","bono_vfs.fs.size[/boot,free]","bono_vfs.fs.size[/boot,pfree]","bono_vfs.fs.size[/boot,total]","bono_vfs.fs.size[/boot,used]","bono_vfs.fs.size[/var/lib/docker/aufs,pfree]","bono_vfs.fs.size[/var/lib/docker/aufs,total]","bono_vfs.fs.size[/var/lib/docker/aufs,used]","bono_vfs.fs.size[/var/lib/kubelet,free]","bono_vfs.fs.size[/var/lib/kubelet,pfree]","bono_vfs.fs.size[/var/lib/kubelet,total]","bono_vfs.fs.size[/var/lib/kubelet,used]","bono_vfs.fs.size[/var/lib/rancher/volumes,free]","bono_vfs.fs.size[/var/lib/rancher/volumes,pfree]","bono_vfs.fs.size[/var/lib/rancher/volumes,total]","bono_vfs.fs.size[/var/lib/rancher/volumes,used]",bono_vm.memory.size[available],bono_vm.memory.size[total],homestead_net.if.in[ens160],homestead_net.if.out[ens160],"homestead_proc.num[,,run]",homestead_proc.num[],homestead_system.cpu.intr,"homestead_system.cpu.load[percpu,avg1]","homestead_system.cpu.load[percpu,avg15]","homestead_system.cpu.load[percpu,avg5]",homestead_system.cpu.switches,"homestead_system.cpu.util[,idle]","homestead_system.cpu.util[,interrupt]","homestead_system.cpu.util[,iowait]","homestead_system.cpu.util[,nice]","homestead_system.cpu.util[,softirq]","homestead_system.cpu.util[,steal]","homestead_system.cpu.util[,system]","homestead_system.cpu.util[,user]","homestead_system.swap.size[,free]","homestead_system.swap.size[,pfree]","homestead_system.swap.size[,total]","homestead_vfs.fs.inode[/,pfree]","homestead_vfs.fs.inode[/boot,pfree]","homestead_vfs.fs.inode[/var/lib/docker/aufs,pfree]","homestead_vfs.fs.inode[/var/lib/kubelet,pfree]","homestead_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","homestead_vfs.fs.size[/,pfree]","homestead_vfs.fs.size[/,total]","homestead_vfs.fs.size[/,used]","homestead_vfs.fs.size[/boot,free]","homestead_vfs.fs.size[/boot,pfree]","homestead_vfs.fs.size[/boot,total]","homestead_vfs.fs.size[/boot,used]","homestead_vfs.fs.size[/var/lib/docker/aufs,pfree]","homestead_vfs.fs.size[/var/lib/docker/aufs,total]","homestead_vfs.fs.size[/var/lib/docker/aufs,used]","homestead_vfs.fs.size[/var/lib/kubelet,free]","homestead_vfs.fs.size[/var/lib/kubelet,pfree]","homestead_vfs.fs.size[/var/lib/kubelet,total]","homestead_vfs.fs.size[/var/lib/kubelet,used]","homestead_vfs.fs.size[/var/lib/rancher/volumes,free]","homestead_vfs.fs.size[/var/lib/rancher/volumes,pfree]","homestead_vfs.fs.size[/var/lib/rancher/volumes,total]","homestead_vfs.fs.size[/var/lib/rancher/volumes,used]",homestead_vm.memory.size[available],homestead_vm.memory.size[total],sprout_net.if.in[ens160],sprout_net.if.out[ens160],"sprout_proc.num[,,run]",sprout_proc.num[],sprout_system.cpu.intr,"sprout_system.cpu.load[percpu,avg1]","sprout_system.cpu.load[percpu,avg15]","sprout_system.cpu.load[percpu,avg5]",sprout_system.cpu.switches,"sprout_system.cpu.util[,idle]","sprout_system.cpu.util[,interrupt]","sprout_system.cpu.util[,iowait]","sprout_system.cpu.util[,nice]","sprout_system.cpu.util[,softirq]","sprout_system.cpu.util[,steal]","sprout_system.cpu.util[,system]","sprout_system.cpu.util[,user]","sprout_system.swap.size[,free]","sprout_system.swap.size[,pfree]","sprout_system.swap.size[,total]","sprout_vfs.fs.inode[/,pfree]","sprout_vfs.fs.inode[/boot,pfree]","sprout_vfs.fs.inode[/var/lib/docker/aufs,pfree]","sprout_vfs.fs.inode[/var/lib/kubelet,pfree]","sprout_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","sprout_vfs.fs.size[/,pfree]","sprout_vfs.fs.size[/,total]","sprout_vfs.fs.size[/,used]","sprout_vfs.fs.size[/boot,free]","sprout_vfs.fs.size[/boot,pfree]","sprout_vfs.fs.size[/boot,total]","sprout_vfs.fs.size[/boot,used]","sprout_vfs.fs.size[/var/lib/docker/aufs,pfree]","sprout_vfs.fs.size[/var/lib/docker/aufs,total]","sprout_vfs.fs.size[/var/lib/docker/aufs,used]","sprout_vfs.fs.size[/var/lib/kubelet,free]","sprout_vfs.fs.size[/var/lib/kubelet,pfree]","sprout_vfs.fs.size[/var/lib/kubelet,total]","sprout_vfs.fs.size[/var/lib/kubelet,used]","sprout_vfs.fs.size[/var/lib/rancher/volumes,free]","sprout_vfs.fs.size[/var/lib/rancher/volumes,pfree]","sprout_vfs.fs.size[/var/lib/rancher/volumes,total]","sprout_vfs.fs.size[/var/lib/rancher/volumes,used]",sprout_vm.memory.size[available],sprout_vm.memory.size[total],workload level
1527823747,178792,547336,2,204,821,0.3800,0.0700,0.1500,2520,95.9564,0.0000,0.7549,0.0000,0.2181,0.0000,1.3756,1.7614,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2043,79680208896,7406456832,408983552,87.2071,494512128,59996160,90.2043,79680208896,7406456832,68202553344,90.2043,79680208896,7406456832,68202553344,90.2043,79680208896,7406456832,7683829760,8371621888,222792,668632,2,232,771,0.2200,0.2600,0.3300,1867,93.6359,0.0000,0.6366,0.0168,1.2060,0.0000,2.0271,3.7192,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.0540,79680208896,6763982848,408983552,87.2071,494512128,59996160,91.0540,79680208896,6763982848,68845027328,91.0540,79680208896,6763982848,68845035520,91.0540,79680208896,6763974656,7608610816,8371621888,112664,534760,2,214,851,1.5700,2.3900,2.7400,2671,87.3473,0.0000,0.5021,0.0167,3.4148,0.0000,2.5941,7.8326,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0239,79680208896,6786744320,408983552,87.2071,494512128,59996160,91.0239,79680208896,6786744320,68822265856,91.0239,79680208896,6786744320,68822265856,91.0239,79680208896,6786744320,7412396032,8371621888,1.5
1527823752,149256,80472,4,204,883,0.3500,0.0700,0.1400,2514,95.9389,0.0000,0.7380,0.0000,0.2182,0.0000,1.3754,1.7108,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2042,79680208896,7406477312,408983552,87.2071,494512128,59996160,90.2043,79680208896,7406465024,68202545152,90.2043,79680208896,7406465024,68202545152,90.2043,79680208896,7406465024,7683866624,8371621888,276552,108856,2,232,749,0.2000,0.2600,0.3200,1812,94.7800,0.0000,0.4687,0.0167,0.4351,0.0000,1.6572,2.7285,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.0540,79680208896,6763991040,408983552,87.2071,494512128,59996160,91.0540,79680208896,6763999232,68845019136,91.0540,79680208896,6763991040,68845019136,91.0540,79680208896,6763991040,7608623104,8371621888,64936,54096,2,214,870,1.4400,2.3800,2.7400,1930,92.3798,0.0000,0.5188,0.0168,1.5238,0.0000,2.1612,4.9540,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0239,79680208896,6786752512,408983552,87.2071,494512128,59996160,91.0239,79680208896,6786760704,68822257664,91.0239,79680208896,6786752512,68822249472,91.0239,79680208896,6786760704,7412277248,8371621888,1.5
1527823757,183776,106208,3,204,892,0.3200,0.0600,0.1400,2290,95.8592,0.0000,0.7384,0.0000,0.2348,0.0000,1.3416,1.7453,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2042,79680208896,7406485504,408983552,87.2071,494512128,59996160,90.2042,79680208896,7406477312,68202524672,90.2042,79680208896,7406485504,68202532864,90.2042,79680208896,7406477312,7683887104,8371621888,179584,65040,2,232,694,0.2700,0.2700,0.3400,1746,94.7113,0.0000,0.5354,0.0167,0.4183,0.0000,1.5565,2.7104,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.0540,79680208896,6764007424,408983552,87.2071,494512128,59996160,91.0540,79680208896,6764007424,68845002752,91.0540,79680208896,6764007424,68845010944,91.0540,79680208896,6763999232,7608664064,8371621888,107104,92256,2,214,867,1.3200,2.3600,2.6500,2475,93.0139,0.0000,0.5023,0.0168,1.2060,0.0000,2.0439,3.3490,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0239,79680208896,6786760704,408983552,87.2071,494512128,59996160,91.0239,79680208896,6786768896,68822249472,91.0239,79680208896,6786760704,68822241280,91.0239,79680208896,6786768896,7412269056,8371621888,1.5
1527823762,141040,72048,4,204,869,0.2900,0.0600,0.1400,2464,96.0087,0.0000,0.5703,0.0000,0.2180,0.0000,1.3253,1.8115,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2042,79680208896,7406501888,408983552,87.2071,494512128,59996160,90.2042,79680208896,7406485504,68202516480,90.2042,79680208896,7406493696,68202516480,90.2042,79680208896,7406493696,7683768320,8371621888,279304,79456,5,232,755,0.2500,0.2700,0.3300,1760,94.8267,0.0000,0.5357,0.0167,0.4351,0.0000,1.5897,2.6615,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.0540,79680208896,6764015616,408983552,87.2071,494512128,59996160,91.0539,79680208896,6764027904,68844994560,91.0540,79680208896,6764015616,68844994560,91.0540,79680208896,6764015616,7608647680,8371621888,58736,48072,2,214,818,1.2200,2.3600,2.6400,2356,93.6106,0.0000,0.5030,0.0168,1.0394,0.0000,1.9621,3.0516,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0239,79680208896,6786777088,408983552,87.2071,494512128,59996160,91.0239,79680208896,6786777088,68822241280,91.0239,79680208896,6786768896,68822233088,91.0239,79680208896,6786777088,7412322304,8371621888,1.5
1527823767,174784,78696,2,204,838,0.2700,0.0600,0.1400,2492,96.0087,0.0000,0.5535,0.0000,0.1846,0.0000,1.3749,1.8786,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2042,79680208896,7406501888,408983552,87.2071,494512128,59996160,90.2042,79680208896,7406501888,68202508288,90.2042,79680208896,7406501888,68202508288,90.2042,79680208896,7406501888,7683784704,8371621888,224184,118856,2,232,808,0.2300,0.2600,0.3200,1818,94.8259,0.0000,0.5357,0.0167,0.4186,0.0000,1.5735,2.6615,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.0539,79680208896,6764027904,408983552,87.2071,494512128,59996160,91.0539,79680208896,6764036096,68844982272,91.0539,79680208896,6764027904,68844982272,91.0539,79680208896,6764027904,7608786944,8371621888,104904,62016,4,214,958,1.2800,2.3500,2.6400,2155,93.9292,0.0000,0.4694,0.0168,0.9054,0.0000,1.9124,2.8835,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0239,79680208896,6786777088,408983552,87.2071,494512128,59996160,91.0238,79680208896,6786785280,68822233088,91.0239,79680208896,6786777088,68822224896,91.0238,79680208896,6786785280,7412367360,8371621888,1.5
1527823772,155304,117744,2,204,900,0.2500,0.0600,0.1400,2583,96.0094,0.0000,0.5699,0.0000,0.2179,0.0000,1.3912,1.8773,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2042,79680208896,7406518272,408983552,87.2071,494512128,59996160,90.2042,79680208896,7406510080,68202500096,90.2042,79680208896,7406510080,68202500096,90.2042,79680208896,7406510080,7683784704,8371621888,275904,82496,4,232,692,0.2100,0.2600,0.3200,1773,94.7924,0.0000,0.5358,0.0167,0.4353,0.0000,1.5410,2.6624,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.0539,79680208896,6764044288,408983552,87.2071,494512128,59996160,91.0539,79680208896,6764044288,68844965888,91.0539,79680208896,6764044288,68844974080,91.0539,79680208896,6764036096,7608668160,8371621888,67496,74424,2,214,830,1.1800,2.3400,2.5900,2243,94.2785,0.0000,0.4529,0.0168,0.7552,0.0000,1.8286,2.8015,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0238,79680208896,6786797568,408983552,87.2071,494512128,59996160,91.0238,79680208896,6786797568,68822212608,91.0238,79680208896,6786797568,68822204416,91.0238,79680208896,6786805760,7412355072,8371621888,1.5
1527823777,185504,79480,2,204,850,0.2300,0.0600,0.1400,2486,95.9625,0.0000,0.5700,0.0168,0.2011,0.0000,1.4408,1.8441,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2042,79680208896,7406526464,408983552,87.2071,494512128,59996160,90.2042,79680208896,7406518272,68202491904,90.2042,79680208896,7406518272,68202491904,90.2042,79680208896,7406518272,7683932160,8371621888,199728,68264,2,232,722,0.1900,0.2600,0.3100,1714,95.0762,0.0000,0.5359,0.0167,0.3851,0.0000,1.5405,2.6126,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.0539,79680208896,6764052480,408983552,87.2071,494512128,59996160,91.0539,79680208896,6764060672,68844957696,91.0539,79680208896,6764052480,68844965888,91.0539,79680208896,6764044288,7608676352,8371621888,100200,53552,2,214,887,1.0800,2.3200,2.5500,2490,94.7007,0.0000,0.4361,0.0168,0.5703,0.0000,1.8112,2.6669,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0238,79680208896,6786805760,408983552,87.2071,494512128,59996160,91.0238,79680208896,6786805760,68822204416,91.0238,79680208896,6786805760,68822196224,91.0238,79680208896,6786813952,7412338688,8371621888,1.5
1527823782,130032,74496,2,204,875,0.2100,0.0600,0.1300,2596,95.9115,0.0000,0.5360,0.0167,0.2010,0.0000,1.4575,1.8928,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2042,79680208896,7406534656,408983552,87.2071,494512128,59996160,90.2042,79680208896,7406526464,68202475520,90.2042,79680208896,7406534656,68202475520,90.2042,79680208896,7406534656,7683940352,8371621888,287784,110752,2,232,755,0.1800,0.2600,0.3100,1848,95.1775,0.0000,0.5023,0.0167,0.3014,0.0000,1.4903,2.4778,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.0539,79680208896,6764060672,408983552,87.2071,494512128,59996160,91.0539,79680208896,6764068864,68844949504,91.0539,79680208896,6764060672,68844949504,91.0539,79680208896,6764060672,7608508416,8371621888,59456,48472,2,214,901,1.0000,2.3100,2.5100,1989,95.3531,0.0000,0.4194,0.0168,0.2349,0.0000,1.7782,2.3989,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0238,79680208896,6786813952,408983552,87.2071,494512128,59996160,91.0238,79680208896,6786822144,68822196224,91.0238,79680208896,6786813952,68822188032,91.0238,79680208896,6786822144,7412539392,8371621888,1.5
1527823787,192168,106192,2,204,850,0.1900,0.0600,0.1300,2272,96.1268,0.0000,0.4190,0.0168,0.1844,0.0000,1.4080,1.8770,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2042,79680208896,7406542848,408983552,87.2071,494512128,59996160,90.2042,79680208896,7406542848,68202467328,90.2042,79680208896,7406542848,68202467328,90.2042,79680208896,7406542848,7683829760,8371621888,180240,59112,3,232,698,0.1600,0.2600,0.3000,1771,95.2429,0.0000,0.5190,0.0000,0.2848,0.0000,1.4735,2.4778,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.0539,79680208896,6764077056,408983552,87.2071,494512128,59996160,91.0539,79680208896,6764085248,68844933120,91.0539,79680208896,6764077056,68844941312,91.0539,79680208896,6764068864,7608238080,8371621888,105664,83072,2,214,863,0.9200,2.3000,2.4600,2507,95.2868,0.0000,0.3858,0.0168,0.2181,0.0000,1.7947,2.2479,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0238,79680208896,6786830336,408983552,87.2071,494512128,59996160,91.0238,79680208896,6786830336,68822188032,91.0238,79680208896,6786822144,68822171648,91.0238,79680208896,6786838528,7412502528,8371621888,1.5
1527823792,131328,73536,2,204,884,0.1800,0.0600,0.1300,2394,96.0462,0.0000,0.4189,0.0168,0.2178,0.0000,1.3910,1.8599,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2041,79680208896,7406563328,408983552,87.2071,494512128,59996160,90.2041,79680208896,7406551040,68202459136,90.2041,79680208896,7406551040,68202459136,90.2041,79680208896,7406551040,7683702784,8371621888,291024,83200,2,232,722,0.1500,0.2600,0.3000,1613,95.3434,0.0000,0.5194,0.0000,0.2681,0.0000,1.4245,2.4460,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.0539,79680208896,6764085248,408983552,87.2071,494512128,59996160,91.0538,79680208896,6764097536,68844924928,91.0539,79680208896,6764085248,68844924928,91.0539,79680208896,6764085248,7608606720,8371621888,59504,47600,2,214,842,0.8400,2.2900,2.3800,2397,95.2852,0.0000,0.4360,0.0168,0.2014,0.0000,1.7782,2.2472,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0238,79680208896,6786838528,408983552,87.2071,494512128,59996160,91.0238,79680208896,6786838528,68822171648,91.0238,79680208896,6786838528,68822163456,91.0238,79680208896,6786846720,7412789248,8371621888,1.5
1527823797,183208,79136,2,204,934,0.1600,0.0600,0.1200,2661,96.0282,0.0000,0.4189,0.0168,0.2345,0.0000,1.3910,1.9940,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2041,79680208896,7406571520,408983552,87.2071,494512128,59996160,90.2041,79680208896,7406563328,68202438656,90.2041,79680208896,7406571520,68202446848,90.2041,79680208896,7406563328,7682199552,8371621888,185280,101504,4,232,761,0.1400,0.2600,0.2900,1956,95.5597,0.0000,0.5194,0.0000,0.2848,0.0000,1.4070,2.5130,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.0538,79680208896,6764105728,408983552,87.2071,494512128,59996160,91.0538,79680208896,6764105728,68844904448,91.0538,79680208896,6764105728,68844912640,91.0538,79680208896,6764097536,7608635392,8371621888,104256,84128,2,214,884,0.7700,2.2700,2.3400,2363,95.3387,0.0000,0.4529,0.0168,0.2013,0.0000,1.8453,2.2479,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0238,79680208896,6786846720,408983552,87.2071,494512128,59996160,91.0238,79680208896,6786846720,68822163456,91.0238,79680208896,6786846720,68822155264,91.0237,79680208896,6786854912,7413428224,8371621888,1.5
1527823802,149128,104120,2,204,849,0.1500,0.0600,0.1200,2447,96.0765,0.0000,0.3352,0.0168,0.2012,0.0000,1.3917,2.0111,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2041,79680208896,7406587904,408983552,87.2071,494512128,59996160,90.2041,79680208896,7406579712,68202430464,90.2041,79680208896,7406579712,68202430464,90.2041,79680208896,7406579712,7681904640,8371621888,289456,81328,4,232,760,0.1200,0.2500,0.2900,1700,95.6230,0.0000,0.4022,0.0000,0.2684,0.0000,1.3905,2.3462,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.0538,79680208896,6764113920,408983552,87.2071,494512128,59996160,91.0538,79680208896,6764122112,68844896256,91.0538,79680208896,6764113920,68844896256,91.0538,79680208896,6764113920,7608639488,8371621888,61728,47600,2,214,883,0.7100,2.2600,2.3000,2143,95.4851,0.0000,0.3691,0.0168,0.2182,0.0000,1.8115,2.1641,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0237,79680208896,6786854912,408983552,87.2071,494512128,59996160,91.0237,79680208896,6786863104,68822155264,91.0237,79680208896,6786854912,68822147072,91.0237,79680208896,6786863104,7414329344,8371621888,1.5
1527823807,173824,542160,2,204,856,0.1400,0.0700,0.1400,2544,96.0604,0.0000,0.3354,0.0168,0.2179,0.0000,1.3912,1.9621,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2041,79680208896,7406587904,408983552,87.2071,494512128,59996160,90.2041,79680208896,7406587904,68202422272,90.2041,79680208896,7406587904,68202422272,90.2041,79680208896,7406587904,7681921024,8371621888,181368,541400,2,232,678,0.1100,0.2500,0.2800,1802,95.6726,0.0000,0.3858,0.0000,0.2683,0.0000,1.3588,2.2983,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.0538,79680208896,6764130304,408983552,87.2071,494512128,59996160,91.0538,79680208896,6764130304,68844888064,91.0538,79680208896,6764122112,68844888064,91.0538,79680208896,6764122112,7609028608,8371621888,106640,533464,3,214,865,0.6600,2.2500,2.2700,2486,95.3691,0.0000,0.3355,0.0168,0.2349,0.0000,1.8124,2.1808,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0237,79680208896,6786871296,408983552,87.2071,494512128,59996160,91.0237,79680208896,6786871296,68822147072,91.0237,79680208896,6786863104,68822138880,91.0237,79680208896,6786871296,7416594432,8371621888,1.5
1527823812,118800,81288,2,204,883,0.2000,0.0700,0.1400,2394,96.0604,0.0000,0.3520,0.0168,0.2011,0.0000,1.3581,2.0114,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2371,79680208896,7381598208,408983552,87.2071,494512128,59996160,90.2372,79680208896,7381590016,68227411968,90.2371,79680208896,7381598208,68227420160,90.2372,79680208896,7381590016,7681986560,8371621888,261552,118288,2,232,780,0.1100,0.2500,0.2800,1795,95.7229,0.0000,0.4025,0.0000,0.3019,0.0000,1.3586,2.2647,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.0538,79680208896,6764142592,408983552,87.2071,494512128,59996160,91.0538,79680208896,6764142592,68844879872,91.0538,79680208896,6764142592,68844879872,91.0538,79680208896,6764130304,7609163776,8371621888,66672,51400,4,214,850,0.6000,2.2400,2.2700,1938,95.4355,0.0000,0.3356,0.0168,0.2517,0.0000,1.8121,2.1984,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0237,79680208896,6786871296,408983552,87.2071,494512128,59996160,91.0237,79680208896,6786879488,68822138880,91.0237,79680208896,6786871296,68822130688,91.0237,79680208896,6786879488,7421218816,8371621888,1.5
1527823817,194312,106832,2,204,890,0.1900,0.0600,0.1300,2586,96.0228,0.0000,0.4023,0.0168,0.2516,0.0000,1.4259,1.9946,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2371,79680208896,7381610496,408983552,87.2071,494512128,59996160,90.2371,79680208896,7381610496,68227399680,90.2371,79680208896,7381610496,68227399680,90.2371,79680208896,7381610496,7681884160,8371621888,237800,72440,4,232,705,0.1000,0.2500,0.2700,1780,95.8403,0.0000,0.3188,0.0000,0.3020,0.0000,1.4092,2.1980,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.0538,79680208896,6764150784,408983552,87.2071,494512128,59996160,91.0538,79680208896,6764158976,68844859392,91.0538,79680208896,6764150784,68844859392,91.0538,79680208896,6764150784,7609196544,8371621888,108000,79296,2,214,750,0.5500,2.2200,2.2300,2264,95.4706,0.0000,0.3021,0.0168,0.2517,0.0000,1.7956,2.1484,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0237,79680208896,6786887680,408983552,87.2071,494512128,59996160,91.0237,79680208896,6786887680,68822130688,91.0237,79680208896,6786879488,68822114304,91.0237,79680208896,6786895872,7428333568,8371621888,1.5
1527823822,132160,70832,2,204,913,0.1700,0.0600,0.1300,2529,95.9906,0.0000,0.4025,0.0168,0.2181,0.0000,1.4755,1.9621,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2371,79680208896,7381626880,408983552,87.2071,494512128,59996160,90.2371,79680208896,7381618688,68227391488,90.2371,79680208896,7381618688,68227391488,90.2371,79680208896,7381618688,7681888256,8371621888,281072,79712,2,232,766,0.0900,0.2500,0.2700,1842,95.8550,0.0000,0.2013,0.0000,0.2685,0.0000,1.3758,2.2312,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.0538,79680208896,6764158976,408983552,87.2071,494512128,59996160,91.0538,79680208896,6764167168,68844851200,91.0538,79680208896,6764158976,68844851200,91.0538,79680208896,6764158976,7609065472,8371621888,54624,46528,3,214,744,0.5100,2.2100,2.1500,2115,95.3875,0.0000,0.3020,0.0168,0.2684,0.0000,1.8112,2.1641,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0237,79680208896,6786895872,408983552,87.2071,494512128,59996160,91.0237,79680208896,6786899968,68822114304,91.0237,79680208896,6786895872,68822102016,91.0237,79680208896,6786908160,7429009408,8371621888,1.5
1527823827,189800,80648,2,204,853,0.1600,0.0600,0.1300,2508,95.9564,0.0000,0.4361,0.0168,0.2181,0.0000,1.4094,1.8786,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2371,79680208896,7381635072,408983552,87.2071,494512128,59996160,90.2371,79680208896,7381626880,68227375104,90.2371,79680208896,7381635072,68227383296,90.2371,79680208896,7381626880,7681904640,8371621888,186312,98384,2,232,682,0.0800,0.2500,0.2600,1795,95.8886,0.0000,0.2685,0.0000,0.2685,0.0000,1.3595,2.2323,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.0537,79680208896,6764175360,408983552,87.2071,494512128,59996160,91.0537,79680208896,6764183552,68844834816,91.0537,79680208896,6764175360,68844843008,91.0538,79680208896,6764167168,7609229312,8371621888,104688,80688,2,214,763,0.4700,2.2000,2.1200,2068,95.5064,0.0000,0.3188,0.0168,0.2683,0.0000,1.7773,2.2151,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0237,79680208896,6786908160,408983552,87.2071,494512128,59996160,91.0237,79680208896,6786916352,68822102016,91.0237,79680208896,6786908160,68822093824,91.0237,79680208896,6786916352,7429115904,8371621888,1.5
