clock,bono_net.if.in[ens160],bono_net.if.out[ens160],"bono_proc.num[,,run]",bono_proc.num[],bono_system.cpu.intr,"bono_system.cpu.load[percpu,avg1]","bono_system.cpu.load[percpu,avg15]","bono_system.cpu.load[percpu,avg5]",bono_system.cpu.switches,"bono_system.cpu.util[,idle]","bono_system.cpu.util[,interrupt]","bono_system.cpu.util[,iowait]","bono_system.cpu.util[,nice]","bono_system.cpu.util[,softirq]","bono_system.cpu.util[,steal]","bono_system.cpu.util[,system]","bono_system.cpu.util[,user]","bono_system.swap.size[,free]","bono_system.swap.size[,pfree]","bono_system.swap.size[,total]","bono_vfs.fs.inode[/,pfree]","bono_vfs.fs.inode[/boot,pfree]","bono_vfs.fs.inode[/var/lib/docker/aufs,pfree]","bono_vfs.fs.inode[/var/lib/kubelet,pfree]","bono_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","bono_vfs.fs.size[/,pfree]","bono_vfs.fs.size[/,total]","bono_vfs.fs.size[/,used]","bono_vfs.fs.size[/boot,free]","bono_vfs.fs.size[/boot,pfree]","bono_vfs.fs.size[/boot,total]","bono_vfs.fs.size[/boot,used]","bono_vfs.fs.size[/var/lib/docker/aufs,pfree]","bono_vfs.fs.size[/var/lib/docker/aufs,total]","bono_vfs.fs.size[/var/lib/docker/aufs,used]","bono_vfs.fs.size[/var/lib/kubelet,free]","bono_vfs.fs.size[/var/lib/kubelet,pfree]","bono_vfs.fs.size[/var/lib/kubelet,total]","bono_vfs.fs.size[/var/lib/kubelet,used]","bono_vfs.fs.size[/var/lib/rancher/volumes,free]","bono_vfs.fs.size[/var/lib/rancher/volumes,pfree]","bono_vfs.fs.size[/var/lib/rancher/volumes,total]","bono_vfs.fs.size[/var/lib/rancher/volumes,used]",bono_vm.memory.size[available],bono_vm.memory.size[total],homestead_net.if.in[ens160],homestead_net.if.out[ens160],"homestead_proc.num[,,run]",homestead_proc.num[],homestead_system.cpu.intr,"homestead_system.cpu.load[percpu,avg1]","homestead_system.cpu.load[percpu,avg15]","homestead_system.cpu.load[percpu,avg5]",homestead_system.cpu.switches,"homestead_system.cpu.util[,idle]","homestead_system.cpu.util[,interrupt]","homestead_system.cpu.util[,iowait]","homestead_system.cpu.util[,nice]","homestead_system.cpu.util[,softirq]","homestead_system.cpu.util[,steal]","homestead_system.cpu.util[,system]","homestead_system.cpu.util[,user]","homestead_system.swap.size[,free]","homestead_system.swap.size[,pfree]","homestead_system.swap.size[,total]","homestead_vfs.fs.inode[/,pfree]","homestead_vfs.fs.inode[/boot,pfree]","homestead_vfs.fs.inode[/var/lib/docker/aufs,pfree]","homestead_vfs.fs.inode[/var/lib/kubelet,pfree]","homestead_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","homestead_vfs.fs.size[/,pfree]","homestead_vfs.fs.size[/,total]","homestead_vfs.fs.size[/,used]","homestead_vfs.fs.size[/boot,free]","homestead_vfs.fs.size[/boot,pfree]","homestead_vfs.fs.size[/boot,total]","homestead_vfs.fs.size[/boot,used]","homestead_vfs.fs.size[/var/lib/docker/aufs,pfree]","homestead_vfs.fs.size[/var/lib/docker/aufs,total]","homestead_vfs.fs.size[/var/lib/docker/aufs,used]","homestead_vfs.fs.size[/var/lib/kubelet,free]","homestead_vfs.fs.size[/var/lib/kubelet,pfree]","homestead_vfs.fs.size[/var/lib/kubelet,total]","homestead_vfs.fs.size[/var/lib/kubelet,used]","homestead_vfs.fs.size[/var/lib/rancher/volumes,free]","homestead_vfs.fs.size[/var/lib/rancher/volumes,pfree]","homestead_vfs.fs.size[/var/lib/rancher/volumes,total]","homestead_vfs.fs.size[/var/lib/rancher/volumes,used]",homestead_vm.memory.size[available],homestead_vm.memory.size[total],sprout_net.if.in[ens160],sprout_net.if.out[ens160],"sprout_proc.num[,,run]",sprout_proc.num[],sprout_system.cpu.intr,"sprout_system.cpu.load[percpu,avg1]","sprout_system.cpu.load[percpu,avg15]","sprout_system.cpu.load[percpu,avg5]",sprout_system.cpu.switches,"sprout_system.cpu.util[,idle]","sprout_system.cpu.util[,interrupt]","sprout_system.cpu.util[,iowait]","sprout_system.cpu.util[,nice]","sprout_system.cpu.util[,softirq]","sprout_system.cpu.util[,steal]","sprout_system.cpu.util[,system]","sprout_system.cpu.util[,user]","sprout_system.swap.size[,free]","sprout_system.swap.size[,pfree]","sprout_system.swap.size[,total]","sprout_vfs.fs.inode[/,pfree]","sprout_vfs.fs.inode[/boot,pfree]","sprout_vfs.fs.inode[/var/lib/docker/aufs,pfree]","sprout_vfs.fs.inode[/var/lib/kubelet,pfree]","sprout_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","sprout_vfs.fs.size[/,pfree]","sprout_vfs.fs.size[/,total]","sprout_vfs.fs.size[/,used]","sprout_vfs.fs.size[/boot,free]","sprout_vfs.fs.size[/boot,pfree]","sprout_vfs.fs.size[/boot,total]","sprout_vfs.fs.size[/boot,used]","sprout_vfs.fs.size[/var/lib/docker/aufs,pfree]","sprout_vfs.fs.size[/var/lib/docker/aufs,total]","sprout_vfs.fs.size[/var/lib/docker/aufs,used]","sprout_vfs.fs.size[/var/lib/kubelet,free]","sprout_vfs.fs.size[/var/lib/kubelet,pfree]","sprout_vfs.fs.size[/var/lib/kubelet,total]","sprout_vfs.fs.size[/var/lib/kubelet,used]","sprout_vfs.fs.size[/var/lib/rancher/volumes,free]","sprout_vfs.fs.size[/var/lib/rancher/volumes,pfree]","sprout_vfs.fs.size[/var/lib/rancher/volumes,total]","sprout_vfs.fs.size[/var/lib/rancher/volumes,used]",sprout_vm.memory.size[available],sprout_vm.memory.size[total],workload level
1527822762,143344,98408,2,205,850,0.1000,0.0700,0.0500,2418,96.3230,0.0000,0.3190,0.0336,0.2182,0.0000,1.3098,1.8130,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2072,79680208896,7404261376,408983552,87.2071,494512128,59996160,90.2072,79680208896,7404249088,68204748800,90.2072,79680208896,7404261376,68204748800,90.2072,79680208896,7404261376,7682052096,8371621888,4479360,3814376,3,231,2910,0.3400,0.1700,0.2200,5560,76.2542,0.0000,0.6353,0.0000,6.0181,0.0000,4.9364,12.0214,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.1287,79680208896,6707527680,408983552,87.2071,494512128,59996160,91.1285,79680208896,6707646464,68901535744,91.1287,79680208896,6707474432,68901601280,91.1288,79680208896,6707408896,7630323712,8371621888,18506896,25910440,2,214,5273,1.9400,1.9400,3.0900,10542,23.9676,0.0000,0.0990,0.0165,18.4806,0.0000,9.7835,47.7809,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0364,79680208896,6777315328,408983552,87.2071,494512128,59996160,91.0363,79680208896,6777335808,68831698944,91.0364,79680208896,6777311232,68831670272,91.0363,79680208896,6777339904,7404994560,8371621888,0.5
1527822767,184568,85120,2,205,830,0.0900,0.0700,0.0500,2326,96.3878,0.0000,0.3024,0.0336,0.2184,0.0000,1.2771,1.7638,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2072,79680208896,7404269568,408983552,87.2071,494512128,59996160,90.2072,79680208896,7404269568,68204740608,90.2072,79680208896,7404269568,68204740608,90.2072,79680208896,7404269568,7682064384,8371621888,4450928,3783760,2,231,2868,0.3200,0.1700,0.2200,5653,76.3123,0.0000,0.6015,0.0167,6.2104,0.0000,5.0109,12.1136,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.1283,79680208896,6707826688,408983552,87.2071,494512128,59996160,91.1281,79680208896,6707953664,68901240832,91.1283,79680208896,6707769344,68901306368,91.1284,79680208896,6707703808,7630041088,8371621888,18465664,25914336,4,214,5242,1.9500,1.9400,3.0700,10320,23.8757,0.0000,0.0826,0.0165,18.4959,0.0000,9.7388,47.6450,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0363,79680208896,6777356288,408983552,87.2071,494512128,59996160,91.0363,79680208896,6777368576,68831666176,91.0363,79680208896,6777344000,68831629312,91.0363,79680208896,6777380864,7405047808,8371621888,0.5
1527822772,144128,93224,2,205,866,0.0900,0.0700,0.0500,2456,96.4208,0.0000,0.3025,0.0336,0.2185,0.0000,1.2605,1.7644,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2071,79680208896,7404285952,408983552,87.2071,494512128,59996160,90.2071,79680208896,7404277760,68204732416,90.2071,79680208896,7404277760,68204732416,90.2071,79680208896,7404277760,7681945600,8371621888,4491624,3786216,3,231,2878,0.2900,0.1700,0.2200,5551,76.1698,0.0000,0.4845,0.0167,6.1842,0.0000,4.8980,12.1283,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.1280,79680208896,6708068352,408983552,87.2071,494512128,59996160,91.1278,79680208896,6708191232,68900999168,91.1280,79680208896,6708011008,68901056512,91.1281,79680208896,6707953664,7630151680,8371621888,18609936,25941496,2,214,5235,1.9500,1.9400,3.0500,10294,23.6256,0.0000,0.0827,0.0165,18.5601,0.0000,9.7936,47.9001,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0363,79680208896,6777384960,408983552,87.2071,494512128,59996160,91.0363,79680208896,6777401344,68831629312,91.0363,79680208896,6777380864,68831596544,91.0362,79680208896,6777413632,7405662208,8371621888,0.5
1527822777,174080,79392,2,205,904,0.0900,0.0700,0.0500,2636,96.5233,0.0000,0.3024,0.0336,0.2183,0.0000,1.2762,1.6798,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2071,79680208896,7404294144,408983552,87.2071,494512128,59996160,90.2071,79680208896,7404285952,68204716032,90.2071,79680208896,7404294144,68204724224,90.2071,79680208896,7404285952,7682088960,8371621888,4485920,3836480,2,231,3021,0.2700,0.1700,0.2100,5787,76.1244,0.0000,0.4680,0.0167,6.2166,0.0000,4.9005,12.2681,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.1275,79680208896,6708371456,408983552,87.2071,494512128,59996160,91.1274,79680208896,6708486144,68900704256,91.1276,79680208896,6708305920,68900761600,91.1277,79680208896,6708248576,7630123008,8371621888,18525392,25911456,5,214,5210,1.9500,1.9500,3.0700,10605,23.6120,0.0000,0.0991,0.0165,18.3110,0.0000,9.7738,47.9848,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0362,79680208896,6777421824,408983552,87.2071,494512128,59996160,91.0362,79680208896,6777442304,68831592448,91.0362,79680208896,6777417728,68831559680,91.0362,79680208896,6777450496,7406292992,8371621888,0.5
1527822782,149008,104152,2,205,852,0.0800,0.0700,0.0500,2484,96.3230,0.0000,0.3022,0.0168,0.2183,0.0000,1.2760,1.6787,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2071,79680208896,7404302336,408983552,87.2071,494512128,59996160,90.2071,79680208896,7404294144,68204707840,90.2071,79680208896,7404302336,68204707840,90.2071,79680208896,7404302336,7682064384,8371621888,4465168,3786376,2,231,2853,0.4900,0.1800,0.2600,5513,76.0408,0.0000,0.4682,0.0167,6.1487,0.0000,4.9523,12.2742,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.1272,79680208896,6708666368,408983552,87.2071,494512128,59996160,91.1270,79680208896,6708785152,68900401152,91.1272,79680208896,6708609024,68900466688,91.1273,79680208896,6708543488,7629836288,8371621888,18516376,25933712,5,215,5204,2.1100,1.9500,3.0500,10354,23.7168,0.0000,0.0991,0.0165,18.3589,0.0000,9.5757,48.0931,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0362,79680208896,6777458688,408983552,87.2071,494512128,59996160,91.0361,79680208896,6777479168,68831555584,91.0362,79680208896,6777454592,68831526912,91.0361,79680208896,6777483264,7406755840,8371621888,0.5
1527822787,177264,541288,2,205,884,0.0700,0.0600,0.0500,2611,96.4544,0.0000,0.4365,0.0000,0.2184,0.0000,1.2935,1.7291,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2071,79680208896,7404310528,408983552,87.2071,494512128,59996160,90.2071,79680208896,7404310528,68204699648,90.2071,79680208896,7404310528,68204699648,90.2071,79680208896,7404310528,7682232320,8371621888,4479272,4268208,2,231,2882,0.4500,0.1800,0.2500,5665,76.1052,0.0000,0.4512,0.0167,6.1412,0.0000,5.0025,12.2660,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.1268,79680208896,6708965376,408983552,87.2071,494512128,59996160,91.1266,79680208896,6709075968,68900110336,91.1269,79680208896,6708899840,68900167680,91.1269,79680208896,6708842496,7629942784,8371621888,18545832,26263328,3,215,5303,2.1000,1.9500,3.0300,10704,23.5692,0.0000,0.0991,0.0165,18.3707,0.0000,9.5285,48.3237,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0361,79680208896,6777499648,408983552,87.2071,494512128,59996160,91.0361,79680208896,6777520128,68831522816,91.0361,79680208896,6777487360,68831485952,91.0361,79680208896,6777524224,7407333376,8371621888,0.5
1527822792,155032,100016,2,205,871,0.0700,0.0600,0.0500,2437,96.3716,0.0000,0.4200,0.0000,0.2184,0.0000,1.3096,1.6465,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2071,79680208896,7404318720,408983552,87.2071,494512128,59996160,90.2071,79680208896,7404318720,68204691456,90.2071,79680208896,7404318720,68204691456,90.2071,79680208896,7404318720,7682121728,8371621888,4424064,3783920,2,231,2855,0.4100,0.1800,0.2500,5607,76.2120,0.0000,0.4188,0.0168,6.2720,0.0000,4.9908,12.1796,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.1264,79680208896,6709252096,408983552,87.2071,494512128,59996160,91.1262,79680208896,6709374976,68899815424,91.1265,79680208896,6709194752,68899872768,91.1265,79680208896,6709137408,7629725696,8371621888,18534824,26068584,2,215,5345,2.1000,1.9400,2.9800,10501,23.4228,0.0000,0.0990,0.0165,18.4289,0.0000,9.4265,48.5898,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0361,79680208896,6777532416,408983552,87.2071,494512128,59996160,91.0360,79680208896,6777556992,68831481856,91.0361,79680208896,6777528320,68831449088,91.0360,79680208896,6777561088,7407865856,8371621888,0.5
1527822797,164072,78728,2,205,876,0.0600,0.0600,0.0500,2401,96.2901,0.0000,0.4365,0.0000,0.2351,0.0000,1.3427,1.7126,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2071,79680208896,7404335104,408983552,87.2071,494512128,59996160,90.2071,79680208896,7404326912,68204675072,90.2071,79680208896,7404335104,68204683264,90.2071,79680208896,7404326912,7682191360,8371621888,4509104,3821312,2,231,2877,0.3800,0.1800,0.2500,5537,76.2200,0.0000,0.3859,0.0168,6.2720,0.0000,4.9463,12.1309,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.1260,79680208896,6709555200,408983552,87.2071,494512128,59996160,91.1258,79680208896,6709673984,68899512320,91.1261,79680208896,6709497856,68899577856,91.1261,79680208896,6709432320,7629504512,8371621888,18545288,25909152,4,215,5190,1.9300,1.9400,2.9600,10406,23.2838,0.0000,0.1154,0.0165,18.4397,0.0000,9.3956,48.5573,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0360,79680208896,6777573376,408983552,87.2071,494512128,59996160,91.0360,79680208896,6777593856,68831444992,91.0360,79680208896,6777565184,68831412224,91.0360,79680208896,6777597952,7408447488,8371621888,0.5
1527822802,154704,76216,2,205,842,0.0500,0.0600,0.0500,2330,96.2596,0.0000,0.4362,0.0000,0.2516,0.0000,1.4085,1.7114,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2071,79680208896,7404347392,408983552,87.2071,494512128,59996160,90.2071,79680208896,7404335104,68204662784,90.2071,79680208896,7404347392,68204662784,90.2071,79680208896,7404347392,7682072576,8371621888,4453288,3778128,4,233,2888,0.3500,0.1800,0.2400,5709,76.3074,0.0000,0.3859,0.0168,6.0998,0.0000,5.0159,12.2987,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.1256,79680208896,6709846016,408983552,87.2071,494512128,59996160,91.1254,79680208896,6709964800,68899221504,91.1257,79680208896,6709788672,68899278848,91.1258,79680208896,6709731328,7629606912,8371621888,18588664,25923552,2,215,5258,1.9300,1.9300,2.9300,10626,23.3762,0.0000,0.1155,0.0165,18.3751,0.0000,9.2287,48.8368,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0360,79680208896,6777618432,408983552,87.2071,494512128,59996160,91.0360,79680208896,6777626624,68831399936,91.0360,79680208896,6777610240,68831379456,91.0359,79680208896,6777630720,7408877568,8371621888,0.5
1527822807,163664,108672,2,205,869,0.0500,0.0600,0.0500,2318,96.1281,0.0000,0.4023,0.0000,0.2515,0.0000,1.4080,1.7770,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2070,79680208896,7404355584,408983552,87.2071,494512128,59996160,90.2070,79680208896,7404355584,68204654592,90.2070,79680208896,7404355584,68204654592,90.2070,79680208896,7404355584,7683358720,8371621888,4497928,3829776,2,231,2888,0.3200,0.1800,0.2400,5563,76.5112,0.0000,0.3027,0.0168,6.0912,0.0000,5.0244,12.1258,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.1252,79680208896,6710145024,408983552,87.2071,494512128,59996160,91.1251,79680208896,6710259712,68898922496,91.1253,79680208896,6710087680,68898988032,91.1254,79680208896,6710022144,7629410304,8371621888,18532536,25921096,5,215,5280,1.8600,1.9300,2.9200,10657,23.1896,0.0000,0.1153,0.0165,18.3778,0.0000,9.2181,48.8801,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0359,79680208896,6777651200,408983552,87.2071,494512128,59996160,91.0359,79680208896,6777667584,68831375360,91.0359,79680208896,6777634816,68831338496,91.0359,79680208896,6777671680,7410032640,8371621888,0.5
1527822812,156832,71456,2,205,909,0.0400,0.0600,0.0400,2532,96.1119,0.0000,0.4021,0.0000,0.2347,0.0000,1.4077,1.7926,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2070,79680208896,7404363776,408983552,87.2071,494512128,59996160,90.2070,79680208896,7404363776,68204646400,90.2070,79680208896,7404363776,68204646400,90.2070,79680208896,7404363776,7683526656,8371621888,4441800,3773424,2,231,2868,0.4500,0.1900,0.2700,5627,76.6532,0.0000,0.3196,0.0168,6.0013,0.0000,4.9638,12.1467,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.1248,79680208896,6710439936,408983552,87.2071,494512128,59996160,91.1247,79680208896,6710505472,68898627584,91.1249,79680208896,6710382592,68898693120,91.1250,79680208896,6710317056,7629570048,8371621888,18570312,25933112,4,215,5299,1.8800,1.9300,2.9000,10628,23.0921,0.0000,0.1152,0.0164,18.5557,0.0000,9.1612,48.9880,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0359,79680208896,6777683968,408983552,87.2071,494512128,59996160,91.0359,79680208896,6777704448,68831330304,91.0359,79680208896,6777679872,68831305728,91.0359,79680208896,6777704448,7410319360,8371621888,0.5
1527822817,185872,89992,2,204,880,0.0400,0.0600,0.0400,2608,95.9786,0.0000,0.5197,0.0000,0.2514,0.0000,1.4240,1.8106,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2070,79680208896,7404380160,408983552,87.2071,494512128,59996160,90.2070,79680208896,7404371968,68204638208,90.2070,79680208896,7404371968,68204638208,90.2070,79680208896,7404371968,7683551232,8371621888,4491720,3792616,2,231,2856,0.4200,0.1900,0.2600,5500,76.6998,0.0000,0.3206,0.0169,5.8675,0.0000,4.9899,12.1836,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.1245,79680208896,6710710272,408983552,87.2071,494512128,59996160,91.1243,79680208896,6710829056,68898373632,91.1246,79680208896,6710636544,68898435072,91.1246,79680208896,6710575104,7629426688,8371621888,18513032,25383816,3,215,5214,1.8800,1.9200,2.8500,10477,23.0744,0.0000,0.1151,0.0164,18.4613,0.0000,9.1386,49.0296,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0358,79680208896,6777716736,408983552,87.2071,494512128,59996160,91.0358,79680208896,6777737216,68831297536,91.0358,79680208896,6777712640,68831256576,91.0358,79680208896,6777753600,7410606080,8371621888,0.5
1527822822,142576,100848,4,204,874,0.0400,0.0600,0.0400,2477,95.9940,0.0000,0.5028,0.0000,0.2514,0.0000,1.3908,1.8435,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2070,79680208896,7404388352,408983552,87.2071,494512128,59996160,90.2070,79680208896,7404380160,68204621824,90.2070,79680208896,7404388352,68204621824,90.2070,79680208896,7404388352,7683473408,8371621888,4481344,3817792,3,231,2870,0.3800,0.1800,0.2600,5658,76.9958,0.0000,0.3037,0.0169,5.8387,0.0000,4.8542,12.2173,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.1241,79680208896,6711017472,408983552,87.2071,494512128,59996160,91.1239,79680208896,6711140352,68898054144,91.1241,79680208896,6710956032,68898123776,91.1242,79680208896,6710886400,7629287424,8371621888,18542952,26330944,3,215,5252,1.7300,1.9200,2.8200,10640,23.1324,0.0000,0.0984,0.0164,18.3322,0.0000,9.1668,49.2949,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0358,79680208896,6777761792,408983552,87.2071,494512128,59996160,91.0357,79680208896,6777782272,68831252480,91.0358,79680208896,6777757696,68831223808,91.0357,79680208896,6777786368,7410876416,8371621888,0.5
1527822827,174936,81808,2,204,861,0.0300,0.0600,0.0400,2475,95.9303,0.0000,0.5194,0.0000,0.2511,0.0000,1.4566,1.8767,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2070,79680208896,7404404736,408983552,87.2071,494512128,59996160,90.2070,79680208896,7404396544,68204613632,90.2070,79680208896,7404396544,68204613632,90.2070,79680208896,7404396544,7683289088,8371621888,4461920,3776784,2,231,2858,0.3500,0.1800,0.2500,5504,77.1322,0.0000,0.2701,0.0000,5.9112,0.0000,4.7152,12.0209,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.1236,79680208896,6711328768,408983552,87.2071,494512128,59996160,91.1235,79680208896,6711443456,68897746944,91.1237,79680208896,6711263232,68897808384,91.1238,79680208896,6711201792,7629307904,8371621888,18539920,25989760,2,215,5308,1.7000,1.9200,2.8100,10502,23.1021,0.0000,0.0818,0.0164,18.3186,0.0000,9.1087,49.4112,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0357,79680208896,6777798656,408983552,87.2071,494512128,59996160,91.0357,79680208896,6777815040,68831219712,91.0357,79680208896,6777790464,68831191040,91.0357,79680208896,6777819136,7410929664,8371621888,0.5
1527822832,153880,74512,2,204,910,0.0300,0.0600,0.0400,2506,95.8661,0.0000,0.5190,0.0000,0.2678,0.0000,1.4561,1.9421,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2070,79680208896,7404404736,408983552,87.2071,494512128,59996160,90.2070,79680208896,7404404736,68204605440,90.2070,79680208896,7404404736,68204605440,90.2070,79680208896,7404404736,7683497984,8371621888,4500328,3797800,2,231,2897,0.3200,0.1800,0.2500,5599,77.0907,0.0000,0.3038,0.0000,6.1097,0.0000,4.7595,11.8143,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.1233,79680208896,6711558144,408983552,87.2071,494512128,59996160,91.1232,79680208896,6711676928,68897509376,91.1234,79680208896,6711500800,68897509376,91.1234,79680208896,6711500800,7629410304,8371621888,18542648,25806616,2,215,5261,1.8000,1.9200,2.8100,10619,23.2745,0.0000,0.0654,0.0164,18.4167,0.0000,9.0969,49.1329,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0357,79680208896,6777835520,408983552,87.2071,494512128,59996160,91.0357,79680208896,6777843712,68831174656,91.0357,79680208896,6777835520,68831162368,91.0357,79680208896,6777847808,7411003392,8371621888,0.5
1527822837,188936,88200,2,204,907,0.0300,0.0600,0.0400,2548,95.7482,0.0000,0.5189,0.0000,0.2678,0.0000,1.4396,2.0087,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2070,79680208896,7404425216,408983552,87.2071,494512128,59996160,90.2070,79680208896,7404412928,68204589056,90.2070,79680208896,7404421120,68204597248,90.2070,79680208896,7404412928,7683149824,8371621888,4424416,3822024,2,231,2913,0.3000,0.1800,0.2400,5692,76.7932,0.0000,0.3042,0.0000,6.4020,0.0000,4.6959,11.7438,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.1229,79680208896,6711857152,408983552,87.2071,494512128,59996160,91.1228,79680208896,6711980032,68897210368,91.1230,79680208896,6711799808,68897275904,91.1231,79680208896,6711734272,7629062144,8371621888,18513688,26056928,3,215,5267,1.8000,1.9300,2.8000,10493,23.1373,0.0000,0.0654,0.0163,18.6202,0.0000,9.1147,49.0841,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0356,79680208896,6777868288,408983552,87.2071,494512128,59996160,91.0356,79680208896,6777888768,68831158272,91.0357,79680208896,6777851904,68831117312,91.0356,79680208896,6777892864,7411011584,8371621888,0.5
1527822842,107072,103528,2,204,843,0.0300,0.0600,0.0400,2332,95.9638,0.0000,0.5358,0.0000,0.2680,0.0000,1.4405,1.9759,4294963200,100.0000,4294963200,95.4799,99.7583,95.4799,95.4799,95.4799,90.2069,79680208896,7404437504,408983552,87.2071,494512128,59996160,90.2069,79680208896,7404437504,68204572672,90.2069,79680208896,7404437504,68204572672,90.2069,79680208896,7404437504,7683137536,8371621888,4443872,3727912,2,231,2847,0.2700,0.1800,0.2400,5328,76.6846,0.0000,0.3372,0.0000,6.5071,0.0000,4.6735,11.7855,4294963200,100.0000,4294963200,95.5956,99.7583,95.5956,95.5956,95.5956,91.1226,79680208896,6712143872,408983552,87.2071,494512128,59996160,91.1224,79680208896,6712266752,68896919552,91.1226,79680208896,6712090624,68896976896,91.1227,79680208896,6712033280,7628849152,8371621888,18575944,25939488,4,215,5145,1.8200,1.9100,2.7500,10323,22.9966,0.0000,0.0652,0.0163,18.6521,0.0000,9.3668,49.1763,4294963200,100.0000,4294963200,95.5954,99.7583,95.5954,95.5954,95.5954,91.0356,79680208896,6777905152,408983552,87.2071,494512128,59996160,91.0356,79680208896,6777925632,68831113216,91.0356,79680208896,6777896960,68831080448,91.0356,79680208896,6777929728,7410810880,8371621888,0.5
