clock,net.if.in[ens160],net.if.out[ens160],"proc.num[,,run]",proc.num[],system.cpu.intr,"system.cpu.load[percpu,avg1]","system.cpu.load[percpu,avg15]","system.cpu.load[percpu,avg5]",system.cpu.switches,"system.cpu.util[,idle]","system.cpu.util[,interrupt]","system.cpu.util[,iowait]","system.cpu.util[,nice]","system.cpu.util[,softirq]","system.cpu.util[,steal]","system.cpu.util[,system]","system.cpu.util[,user]","system.swap.size[,free]","system.swap.size[,pfree]","system.swap.size[,total]","vfs.fs.inode[/,pfree]","vfs.fs.inode[/boot,pfree]","vfs.fs.inode[/var/lib/docker/aufs,pfree]","vfs.fs.inode[/var/lib/kubelet,pfree]","vfs.fs.inode[/var/lib/rancher/volumes,pfree]","vfs.fs.size[/,pfree]","vfs.fs.size[/,total]","vfs.fs.size[/,used]","vfs.fs.size[/boot,free]","vfs.fs.size[/boot,pfree]","vfs.fs.size[/boot,total]","vfs.fs.size[/boot,used]","vfs.fs.size[/var/lib/docker/aufs,pfree]","vfs.fs.size[/var/lib/docker/aufs,total]","vfs.fs.size[/var/lib/docker/aufs,used]","vfs.fs.size[/var/lib/kubelet,free]","vfs.fs.size[/var/lib/kubelet,pfree]","vfs.fs.size[/var/lib/kubelet,total]","vfs.fs.size[/var/lib/kubelet,used]","vfs.fs.size[/var/lib/rancher/volumes,free]","vfs.fs.size[/var/lib/rancher/volumes,pfree]","vfs.fs.size[/var/lib/rancher/volumes,total]","vfs.fs.size[/var/lib/rancher/volumes,used]",vm.memory.size[available],vm.memory.size[total],normal,cpu,mem,io
1527320034,5278416,4430904,4,232,3301,0.4400,0.1500,0.2400,6333,72.7455,0.0000,0.2505,0.0000,7.3375,0.0000,5.4108,14.2094,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0465,79680208896,6769623040,408983552,87.2071,494512128,59996160,91.0468,79680208896,6769451008,68839469056,91.0466,79680208896,6769541120,68839550976,91.0468,79680208896,6769463296,7596355584,8371621888,1,0,0,0
1527320039,5264432,4415784,3,232,3415,0.4000,0.1500,0.2300,5680,72.7273,0.0000,0.2338,0.0000,7.3444,0.0000,5.4284,14.3764,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0460,79680208896,6770036736,408983552,87.2071,494512128,59996160,91.0463,79680208896,6769786880,68839051264,91.0461,79680208896,6769958912,68839133184,91.0462,79680208896,6769876992,7596433408,8371621888,1,0,0,0
1527320044,5289832,4435784,3,232,3308,0.3400,0.1500,0.2300,6506,72.5831,0.0000,0.2506,0.0000,7.4854,0.0000,5.4153,14.3525,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0454,79680208896,6770450432,408983552,87.2071,494512128,59996160,91.0458,79680208896,6770204672,68838637568,91.0456,79680208896,6770368512,68838723584,91.0457,79680208896,6770290688,7596187648,8371621888,1,0,0,0
1527320049,5212152,4966608,2,232,3377,0.3400,0.1500,0.2200,5506,72.4219,0.0000,0.2507,0.0000,7.5368,0.0000,5.4460,14.3382,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0450,79680208896,6770761728,408983552,87.2071,494512128,59996160,91.0454,79680208896,6770511872,68838338560,91.0452,79680208896,6770671616,68838424576,91.0453,79680208896,6770585600,7595958272,8371621888,1,0,0,0
1527320054,5465144,4589008,2,232,3582,0.3100,0.1400,0.2200,6317,72.3977,0.0000,0.2339,0.0000,7.5355,0.0000,5.5138,14.3334,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0445,79680208896,6771171328,408983552,87.2071,494512128,59996160,91.0448,79680208896,6770929664,68837920768,91.0446,79680208896,6771093504,68838002688,91.0447,79680208896,6771007488,7595622400,8371621888,1,0,0,0
1527320059,5077344,4296176,2,231,3408,0.2900,0.1400,0.2200,5609,72.3159,0.0000,0.2505,0.0000,7.5059,0.0000,5.5788,14.3764,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0440,79680208896,6771552256,408983552,87.2071,494512128,59996160,91.0443,79680208896,6771326976,68837543936,91.0441,79680208896,6771466240,68837613568,91.0442,79680208896,6771396608,7595659264,8371621888,1,0,0,0
1527320064,5561976,4662568,2,231,3379,0.2700,0.1400,0.2100,6366,72.5297,0.0000,0.2174,0.0000,7.5263,0.0000,5.6670,14.1615,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0434,79680208896,6771965952,408983552,87.2071,494512128,59996160,91.0438,79680208896,6771716096,68837122048,91.0435,79680208896,6771888128,68837212160,91.0437,79680208896,6771798016,7595294720,8371621888,1,0,0,0
1527320069,5277608,4434112,2,231,3460,0.2400,0.1400,0.2100,5750,72.4294,0.0000,0.2173,0.0000,7.5456,0.0000,5.7396,14.0588,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0429,79680208896,6772355072,408983552,87.2071,494512128,59996160,91.0432,79680208896,6772117504,68836732928,91.0430,79680208896,6772277248,68836810752,91.0431,79680208896,6772199424,7595614208,8371621888,1,0,0,0
1527320074,5231168,4430976,3,231,3294,0.2200,0.1400,0.2000,6286,72.6587,0.0000,0.2179,0.0000,7.3478,0.0000,5.6784,13.9769,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0424,79680208896,6772748288,408983552,87.2071,494512128,59996160,91.0427,79680208896,6772518912,68836339712,91.0425,79680208896,6772670464,68836417536,91.0426,79680208896,6772596736,7595220992,8371621888,1,0,0,0
1527320079,5284704,4426640,2,231,3349,0.2100,0.1400,0.2000,5809,72.7197,0.0000,0.2182,0.0000,7.3887,0.0000,5.7728,13.9956,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0419,79680208896,6773145600,408983552,87.2071,494512128,59996160,91.0422,79680208896,6772908032,68835942400,91.0420,79680208896,6773071872,68836028416,91.0421,79680208896,6772981760,7595356160,8371621888,1,0,0,0
