clock,bono_net.if.in[ens160],bono_net.if.out[ens160],"bono_proc.num[,,run]",bono_proc.num[],bono_system.cpu.intr,"bono_system.cpu.load[percpu,avg1]","bono_system.cpu.load[percpu,avg15]","bono_system.cpu.load[percpu,avg5]",bono_system.cpu.switches,"bono_system.cpu.util[,idle]","bono_system.cpu.util[,interrupt]","bono_system.cpu.util[,iowait]","bono_system.cpu.util[,nice]","bono_system.cpu.util[,softirq]","bono_system.cpu.util[,steal]","bono_system.cpu.util[,system]","bono_system.cpu.util[,user]","bono_system.swap.size[,free]","bono_system.swap.size[,pfree]","bono_system.swap.size[,total]","bono_vfs.fs.inode[/,pfree]","bono_vfs.fs.inode[/boot,pfree]","bono_vfs.fs.inode[/var/lib/docker/aufs,pfree]","bono_vfs.fs.inode[/var/lib/kubelet,pfree]","bono_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","bono_vfs.fs.size[/,pfree]","bono_vfs.fs.size[/,total]","bono_vfs.fs.size[/,used]","bono_vfs.fs.size[/boot,free]","bono_vfs.fs.size[/boot,pfree]","bono_vfs.fs.size[/boot,total]","bono_vfs.fs.size[/boot,used]","bono_vfs.fs.size[/var/lib/docker/aufs,pfree]","bono_vfs.fs.size[/var/lib/docker/aufs,total]","bono_vfs.fs.size[/var/lib/docker/aufs,used]","bono_vfs.fs.size[/var/lib/kubelet,free]","bono_vfs.fs.size[/var/lib/kubelet,pfree]","bono_vfs.fs.size[/var/lib/kubelet,total]","bono_vfs.fs.size[/var/lib/kubelet,used]","bono_vfs.fs.size[/var/lib/rancher/volumes,free]","bono_vfs.fs.size[/var/lib/rancher/volumes,pfree]","bono_vfs.fs.size[/var/lib/rancher/volumes,total]","bono_vfs.fs.size[/var/lib/rancher/volumes,used]",bono_vm.memory.size[available],bono_vm.memory.size[total],homestead_net.if.in[ens160],homestead_net.if.out[ens160],"homestead_proc.num[,,run]",homestead_proc.num[],homestead_system.cpu.intr,"homestead_system.cpu.load[percpu,avg1]","homestead_system.cpu.load[percpu,avg15]","homestead_system.cpu.load[percpu,avg5]",homestead_system.cpu.switches,"homestead_system.cpu.util[,idle]","homestead_system.cpu.util[,interrupt]","homestead_system.cpu.util[,iowait]","homestead_system.cpu.util[,nice]","homestead_system.cpu.util[,softirq]","homestead_system.cpu.util[,steal]","homestead_system.cpu.util[,system]","homestead_system.cpu.util[,user]","homestead_system.swap.size[,free]","homestead_system.swap.size[,pfree]","homestead_system.swap.size[,total]","homestead_vfs.fs.inode[/,pfree]","homestead_vfs.fs.inode[/boot,pfree]","homestead_vfs.fs.inode[/var/lib/docker/aufs,pfree]","homestead_vfs.fs.inode[/var/lib/kubelet,pfree]","homestead_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","homestead_vfs.fs.size[/,pfree]","homestead_vfs.fs.size[/,total]","homestead_vfs.fs.size[/,used]","homestead_vfs.fs.size[/boot,free]","homestead_vfs.fs.size[/boot,pfree]","homestead_vfs.fs.size[/boot,total]","homestead_vfs.fs.size[/boot,used]","homestead_vfs.fs.size[/var/lib/docker/aufs,pfree]","homestead_vfs.fs.size[/var/lib/docker/aufs,total]","homestead_vfs.fs.size[/var/lib/docker/aufs,used]","homestead_vfs.fs.size[/var/lib/kubelet,free]","homestead_vfs.fs.size[/var/lib/kubelet,pfree]","homestead_vfs.fs.size[/var/lib/kubelet,total]","homestead_vfs.fs.size[/var/lib/kubelet,used]","homestead_vfs.fs.size[/var/lib/rancher/volumes,free]","homestead_vfs.fs.size[/var/lib/rancher/volumes,pfree]","homestead_vfs.fs.size[/var/lib/rancher/volumes,total]","homestead_vfs.fs.size[/var/lib/rancher/volumes,used]",homestead_vm.memory.size[available],homestead_vm.memory.size[total],sprout_net.if.in[ens160],sprout_net.if.out[ens160],"sprout_proc.num[,,run]",sprout_proc.num[],sprout_system.cpu.intr,"sprout_system.cpu.load[percpu,avg1]","sprout_system.cpu.load[percpu,avg15]","sprout_system.cpu.load[percpu,avg5]",sprout_system.cpu.switches,"sprout_system.cpu.util[,idle]","sprout_system.cpu.util[,interrupt]","sprout_system.cpu.util[,iowait]","sprout_system.cpu.util[,nice]","sprout_system.cpu.util[,softirq]","sprout_system.cpu.util[,steal]","sprout_system.cpu.util[,system]","sprout_system.cpu.util[,user]","sprout_system.swap.size[,free]","sprout_system.swap.size[,pfree]","sprout_system.swap.size[,total]","sprout_vfs.fs.inode[/,pfree]","sprout_vfs.fs.inode[/boot,pfree]","sprout_vfs.fs.inode[/var/lib/docker/aufs,pfree]","sprout_vfs.fs.inode[/var/lib/kubelet,pfree]","sprout_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","sprout_vfs.fs.size[/,pfree]","sprout_vfs.fs.size[/,total]","sprout_vfs.fs.size[/,used]","sprout_vfs.fs.size[/boot,free]","sprout_vfs.fs.size[/boot,pfree]","sprout_vfs.fs.size[/boot,total]","sprout_vfs.fs.size[/boot,used]","sprout_vfs.fs.size[/var/lib/docker/aufs,pfree]","sprout_vfs.fs.size[/var/lib/docker/aufs,total]","sprout_vfs.fs.size[/var/lib/docker/aufs,used]","sprout_vfs.fs.size[/var/lib/kubelet,free]","sprout_vfs.fs.size[/var/lib/kubelet,pfree]","sprout_vfs.fs.size[/var/lib/kubelet,total]","sprout_vfs.fs.size[/var/lib/kubelet,used]","sprout_vfs.fs.size[/var/lib/rancher/volumes,free]","sprout_vfs.fs.size[/var/lib/rancher/volumes,pfree]","sprout_vfs.fs.size[/var/lib/rancher/volumes,total]","sprout_vfs.fs.size[/var/lib/rancher/volumes,used]",sprout_vm.memory.size[available],sprout_vm.memory.size[total],sla level
1527830517,59272,41472,2,204,708,0.0900,2.4700,2.2200,1651,96.3825,0.0000,0.5193,0.0000,0.1843,0.0000,1.2891,1.6583,4097105920,95.3935,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2321,79680208896,7385444352,408983552,87.2071,494512128,59996160,90.2321,79680208896,7385432064,68223574016,90.2321,79680208896,7385423872,68223574016,90.2321,79680208896,7385436160,7997308928,8371621888,5268896,4429240,2,240,3468,0.6200,8.7900,10.9100,6376,73.4652,0.0000,0.4064,0.0339,7.0885,0.0000,5.3247,13.4970,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.8918,79680208896,6886600704,408983552,87.2071,494512128,59996160,90.8916,79680208896,6886752256,68722495488,90.8919,79680208896,6886514688,68722569216,90.8920,79680208896,6886440960,3290828800,8371621888,25388376,27723376,3,214,5505,2.0200,3.6700,4.8300,9871,18.4314,0.0000,0.0654,0.0000,21.0028,0.0000,10.2924,49.8447,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9471,79680208896,6844784640,408983552,87.2071,494512128,59996160,90.9471,79680208896,6844813312,68764233728,90.9471,79680208896,6844776448,68764184576,90.9471,79680208896,6844825600,7061237760,8371621888,0
1527830522,106760,81744,2,204,666,0.0900,2.4500,2.1400,1722,96.3837,0.0000,0.5022,0.0000,0.1842,0.0000,1.3903,1.6739,4097114112,95.3939,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2320,79680208896,7385452544,408983552,87.2071,494512128,59996160,90.2321,79680208896,7385444352,68223565824,90.2321,79680208896,7385436160,68223565824,90.2321,79680208896,7385444352,7997325312,8371621888,5244624,4390752,6,240,3280,0.6500,8.7500,10.7400,6092,72.6904,0.0000,0.4229,0.0338,7.3435,0.0000,5.3967,13.7033,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.8913,79680208896,6886998016,408983552,87.2071,494512128,59996160,90.8911,79680208896,6887116800,68722094080,90.8914,79680208896,6886916096,68722167808,90.8915,79680208896,6886842368,3290677248,8371621888,25481256,27604672,2,214,5317,2.0200,3.6600,4.7900,9749,17.8116,0.0000,0.0653,0.0000,21.0733,0.0000,10.3928,50.1960,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9470,79680208896,6844850176,408983552,87.2071,494512128,59996160,90.9470,79680208896,6844874752,68764168192,90.9471,79680208896,6844841984,68764114944,90.9470,79680208896,6844895232,7061168128,8371621888,0
1527830527,61784,49992,2,215,1139,0.0800,2.4500,2.1200,2475,91.5547,0.0000,2.3818,0.0000,0.2181,0.0000,1.9156,2.2308,4097134592,95.3940,4294963200,95.4803,99.7583,95.4805,95.4805,95.4806,90.1985,79680208896,7410614272,408983552,87.2071,494512128,59996160,90.2319,79680208896,7385620480,68219080704,90.2261,79680208896,7385444352,68223266816,90.2317,79680208896,7385743360,7993835520,8371621888,5084224,4767848,2,240,3555,0.8400,8.7200,10.6100,5696,72.5288,0.0000,0.4399,0.0339,7.4632,0.0000,5.4502,13.9932,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.8908,79680208896,6887366656,408983552,87.2071,494512128,59996160,90.8906,79680208896,6887526400,68721729536,90.8909,79680208896,6887280640,68721819648,90.8910,79680208896,6887190528,3289309184,8371621888,23630520,26743144,2,215,5352,2.0200,3.6500,4.7400,9657,17.5082,0.0000,0.0491,0.0000,21.3630,0.0000,10.5246,50.5153,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9470,79680208896,6844919808,408983552,87.2071,494512128,59996160,90.9469,79680208896,6844944384,68764102656,90.9470,79680208896,6844907520,68764053504,90.9469,79680208896,6844956672,7061651456,8371621888,0
1527830532,9246664,419680,2,211,2240,0.1500,2.4400,2.1200,3103,86.8058,0.0000,3.7330,0.0168,0.2860,0.0000,2.4924,4.1365,4097138688,95.3940,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2320,79680208896,7385505792,408983552,87.2071,494512128,59996160,90.2320,79680208896,7385493504,68223516672,90.2320,79680208896,7389933568,68223516672,90.2320,79680208896,7385493504,7984185344,8371621888,5401792,4530168,2,240,3315,0.8500,8.6700,10.4500,5941,72.7042,0.0000,0.4403,0.0339,7.5424,0.0000,5.5010,13.9373,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.8903,79680208896,6887763968,408983552,87.2071,494512128,59996160,90.8901,79680208896,6887927808,68721324032,90.8904,79680208896,6887686144,68721397760,90.8905,79680208896,6887612416,3290345472,8371621888,26532960,29054472,3,214,5555,2.0200,3.6700,4.6900,10415,17.3143,0.0000,0.0656,0.0000,21.5223,0.0000,10.6247,50.4100,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9469,79680208896,6844977152,408983552,87.2071,494512128,59996160,90.9468,79680208896,6845005824,68764045312,90.9469,79680208896,6844964864,68763996160,90.9468,79680208896,6845014016,7061655552,8371621888,0
1527830537,66008,89896,2,211,660,0.2200,2.4300,2.1000,1412,79.3277,0.0000,6.7363,2.4765,0.4663,0.0000,3.1986,4.9848,4097138688,95.3941,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.1030,79680208896,7483039744,408983552,87.2071,494512128,59996160,90.1675,79680208896,7434244096,68125970432,90.1030,79680208896,7385493504,68174766080,90.1675,79680208896,7434244096,7923654656,8371621888,5263616,4431992,2,239,3367,0.7800,8.6300,10.2800,6035,72.7149,0.0000,0.4406,0.0339,7.5373,0.0000,5.4530,13.8959,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.8898,79680208896,6888165376,408983552,87.2071,494512128,59996160,90.8896,79680208896,6888316928,68720930816,90.8899,79680208896,6888079360,68721004544,90.8900,79680208896,6888005632,3290181632,8371621888,25617944,27960608,4,214,5524,2.3300,3.6500,4.7200,10025,17.3215,0.0000,0.0492,0.0000,21.3467,0.0000,10.5453,50.5330,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9468,79680208896,6845042688,408983552,87.2071,494512128,59996160,90.9468,79680208896,6845063168,68763983872,90.9468,79680208896,6845026304,68763938816,90.9468,79680208896,6845071360,7061659648,8371621888,0
1527830542,84344,54432,2,211,647,0.2800,2.4400,2.1300,1408,72.7531,0.0000,11.2966,2.6006,0.5492,0.0000,3.4746,5.1300,4097138688,95.3941,4294963200,95.4807,99.7583,95.4806,95.4806,95.4806,90.3609,79680208896,7287996416,408983552,87.2071,494512128,59996160,90.1030,79680208896,7483039744,68223492096,90.2320,79680208896,7483039744,68223492096,90.2320,79680208896,7385518080,7926128640,8371621888,5299704,4454944,5,239,3301,0.8000,8.5900,10.1300,5960,72.8799,0.0000,0.4068,0.0339,7.3898,0.0000,5.4086,13.9322,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.8892,79680208896,6888554496,408983552,87.2071,494512128,59996160,90.8890,79680208896,6888722432,68720533504,90.8893,79680208896,6888480768,68720615424,90.8895,79680208896,6888394752,3290071040,8371621888,25466480,27678400,3,214,5553,2.2300,3.6300,4.6500,10274,17.2678,0.0000,0.0655,0.0000,21.1997,0.0000,10.5702,50.9567,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9467,79680208896,6845100032,408983552,87.2071,494512128,59996160,90.9467,79680208896,6845124608,68763926528,90.9467,79680208896,6845083648,68763877376,90.9467,79680208896,6845136896,7061622784,8371621888,0
1527830547,75352,50992,4,204,734,0.6600,2.4300,2.1000,1766,68.5527,0.0000,14.1844,4.3108,0.5677,0.0000,3.9167,7.8901,4097142784,95.3946,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2319,79680208896,7385530368,408983552,87.2071,494512128,59996160,90.2320,79680208896,7385522176,68223479808,90.2319,79680208896,7385518080,68223488000,90.2320,79680208896,7385522176,7996157952,8371621888,5240984,4416256,2,239,3399,0.7300,8.5400,9.9600,6078,72.8690,0.0000,0.4580,0.0170,7.3353,0.0000,5.3962,13.8762,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.8887,79680208896,6888951808,408983552,87.2071,494512128,59996160,90.8885,79680208896,6889115648,68720140288,90.8888,79680208896,6888869888,68720214016,90.8889,79680208896,6888796160,3290828800,8371621888,25404256,27620592,2,214,5551,2.0500,3.6200,4.5300,10050,17.0799,0.0000,0.0654,0.0000,21.5324,0.0000,10.5057,50.6699,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9466,79680208896,6845161472,408983552,87.2071,494512128,59996160,90.9466,79680208896,6845186048,68763856896,90.9466,79680208896,6845153280,68763803648,90.9466,79680208896,6845206528,7061561344,8371621888,0
1527830552,62720,87864,2,204,602,0.6100,2.4200,2.1000,1612,68.4004,0.0000,14.4179,4.3254,0.6409,0.0000,3.9701,8.2948,4097163264,95.3946,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2319,79680208896,7385538560,408983552,87.2071,494512128,59996160,90.2319,79680208896,7385530368,68223471616,90.2319,79680208896,7385530368,68223471616,90.2319,79680208896,7385538560,7998971904,8371621888,5303600,4440856,2,239,3320,0.6800,8.4900,9.7900,6057,73.0253,0.0000,0.4576,0.0169,7.1635,0.0000,5.5075,13.9298,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.8883,79680208896,6889271296,408983552,87.2071,494512128,59996160,90.8881,79680208896,6889431040,68719816704,90.8884,79680208896,6889193472,68719816704,90.8884,79680208896,6889193472,3290640384,8371621888,25457440,27685456,2,214,5492,2.0400,3.6200,4.5300,9726,16.7619,0.0000,0.0653,0.0000,21.5744,0.0000,10.6258,50.8491,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9466,79680208896,6845214720,408983552,87.2071,494512128,59996160,90.9465,79680208896,6845235200,68763795456,90.9466,79680208896,6845214720,68763770880,90.9465,79680208896,6845239296,7063535616,8371621888,0
1527830557,129040,68408,2,204,655,0.5600,2.4000,2.0600,1702,68.3179,0.0000,14.4512,4.3494,0.6595,0.0000,4.0442,8.2324,4097163264,95.3947,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2319,79680208896,7385554944,408983552,87.2071,494512128,59996160,90.2319,79680208896,7385538560,68223463424,90.2319,79680208896,7385538560,68223463424,90.2319,79680208896,7385546752,8004026368,8371621888,4237232,3560336,4,239,2628,0.6200,8.4500,9.6300,4652,73.6753,0.0000,0.4587,0.0170,7.0301,0.0000,5.5225,13.8974,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.8878,79680208896,6889619456,408983552,87.2071,494512128,59996160,90.8877,79680208896,6889701376,68719439872,90.8879,79680208896,6889574400,68719501312,90.8880,79680208896,6889508864,3297689600,8371621888,24961000,24803208,3,214,4995,2.1200,3.6100,4.5100,8560,18.2766,0.0000,0.0651,0.0000,21.5077,0.0000,10.5623,50.9035,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9465,79680208896,6845276160,408983552,87.2071,494512128,59996160,90.9464,79680208896,6845349888,68763750400,90.9465,79680208896,6845259776,68763648000,90.9464,79680208896,6845362176,7063683072,8371621888,0
1527830562,51976,50112,2,204,675,0.5100,2.3900,2.0300,1594,68.3440,0.0000,14.3418,4.3533,0.6600,0.0000,4.1035,8.2055,4097163264,95.3948,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2319,79680208896,7385563136,408983552,87.2071,494512128,59996160,90.2319,79680208896,7385554944,68223455232,90.2319,79680208896,7385546752,68223455232,90.2319,79680208896,7385554944,8005066752,8371621888,3560712,2971768,3,239,2887,0.5700,8.4000,9.4700,4568,73.7538,0.0000,1.0519,0.0170,6.8328,0.0000,5.4123,13.3356,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.8875,79680208896,6889852928,408983552,87.2071,494512128,59996160,90.8873,79680208896,6890012672,68719206400,90.8876,79680208896,6889803776,68719218688,90.8876,79680208896,6889791488,3296849920,8371621888,18449136,15042448,4,214,5946,2.0300,3.5900,4.4500,6910,19.9935,0.0000,0.1140,0.0000,21.2166,0.0000,10.2723,49.2017,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9463,79680208896,6845399040,408983552,87.2071,494512128,59996160,90.9463,79680208896,6845440000,68763639808,90.9464,79680208896,6845370368,68763561984,90.9463,79680208896,6845448192,7061368832,8371621888,0
1527830567,111744,539944,3,205,672,0.4700,2.3800,2.0000,1637,67.8462,0.0000,14.4421,4.3822,0.7362,0.0000,4.1659,8.2885,4097167360,95.3951,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2319,79680208896,7385575424,408983552,87.2071,494512128,59996160,90.2319,79680208896,7385563136,68223434752,90.2319,79680208896,7385554944,68223447040,90.2319,79680208896,7385563136,8004943872,8371621888,5692208,4777384,2,239,3551,0.6900,8.3700,9.3500,6053,73.5693,0.0000,1.0507,0.0169,6.9082,0.0000,5.2703,13.2181,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.8870,79680208896,6890246144,408983552,87.2071,494512128,59996160,90.8868,79680208896,6890426368,68718850048,90.8871,79680208896,6890160128,68718931968,90.8872,79680208896,6890078208,3296706560,8371621888,20502064,29636408,6,214,5497,1.9500,3.8000,4.3900,9553,19.8401,0.0000,0.1142,0.0000,21.0604,0.0000,10.2334,48.6376,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9462,79680208896,6845476864,408983552,87.2071,494512128,59996160,90.9462,79680208896,6845501440,68763549696,90.9462,79680208896,6845460480,68763496448,90.9462,79680208896,6845513728,7062839296,8371621888,0
1527830572,63416,53928,4,205,643,0.4300,2.3600,1.9300,1480,67.8757,0.0000,14.4115,4.3822,0.7542,0.0000,4.0934,8.4277,4097183744,95.3951,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2319,79680208896,7385583616,408983552,87.2071,494512128,59996160,90.2319,79680208896,7385575424,68223426560,90.2319,79680208896,7385575424,68223434752,90.2319,79680208896,7385575424,8004489216,8371621888,5630712,4681840,5,239,3637,0.6300,8.3200,9.1900,5971,73.1810,0.0000,1.0325,0.0169,7.0546,0.0000,5.3148,13.1347,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.8866,79680208896,6890582016,408983552,87.2071,494512128,59996160,90.8863,79680208896,6890762240,68718501888,90.8867,79680208896,6890508288,68718505984,90.8867,79680208896,6890508288,3296538624,8371621888,26745120,31326376,3,214,5232,5.2400,4.0000,5.0300,9899,19.7747,0.0000,0.1470,0.0000,21.2057,0.0000,10.2108,48.6120,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9462,79680208896,6845521920,408983552,87.2071,494512128,59996160,90.9461,79680208896,6845550592,68763488256,90.9462,79680208896,6845521920,68763451392,90.9461,79680208896,6845558784,7063150592,8371621888,0
1527830577,110816,58336,2,205,703,0.4000,2.3500,1.9000,1653,67.7321,0.0000,14.4345,4.3806,0.7362,0.0000,4.0057,8.5099,4097183744,95.3952,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2319,79680208896,7385600000,408983552,87.2071,494512128,59996160,90.2319,79680208896,7385591808,68223418368,90.2319,79680208896,7385583616,68223418368,90.2319,79680208896,7385591808,8004489216,8371621888,5772552,4850888,3,239,3539,0.5800,8.2800,9.0400,6151,73.3920,0.0000,0.9148,0.0000,7.1138,0.0000,5.3995,13.2983,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.8860,79680208896,6891020288,408983552,87.2071,494512128,59996160,90.8858,79680208896,6891175936,68718080000,90.8861,79680208896,6890930176,68718170112,90.8862,79680208896,6890840064,3296378880,8371621888,26370576,30928632,2,214,5204,8.0200,3.9900,5.6100,10156,19.2905,0.0000,0.1472,0.0000,21.5571,0.0000,10.3025,48.5854,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9461,79680208896,6845595648,408983552,87.2071,494512128,59996160,90.9460,79680208896,6845616128,68763435008,90.9461,79680208896,6845575168,68763381760,90.9460,79680208896,6845628416,7063330816,8371621888,0
1527830582,54376,66376,7,205,250,0.3400,2.3400,1.8700,792,65.8504,0.0000,14.6448,4.5168,1.0925,0.0000,4.3511,8.6703,4097187840,95.3952,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2319,79680208896,7385600000,408983552,87.2071,494512128,59996160,90.2319,79680208896,7385600000,68223410176,90.2319,79680208896,7385591808,68223410176,90.2319,79680208896,7385600000,8004190208,8371621888,5281312,4434856,6,239,3234,0.5300,8.2300,8.8900,6173,74.3230,0.0000,0.9142,0.0000,6.9760,0.0000,5.3354,12.9338,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.8855,79680208896,6891413504,408983552,87.2071,494512128,59996160,90.8853,79680208896,6891544576,68717674496,90.8856,79680208896,6891339776,68717748224,90.8857,79680208896,6891261952,3296186368,8371621888,25611104,27818624,3,214,5402,7.5400,3.9700,5.5500,10063,19.8041,0.0000,0.1635,0.0000,21.4566,0.0000,10.2137,48.7980,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9460,79680208896,6845652992,408983552,87.2071,494512128,59996160,90.9460,79680208896,6845673472,68763365376,90.9460,79680208896,6845644800,68763316224,90.9459,79680208896,6845693952,7063588864,8371621888,0
1527830587,117920,68928,2,205,778,0.3400,2.3300,1.8300,2038,68.3083,0.0000,16.8457,4.5951,1.0714,0.0000,3.8751,9.0447,4097187840,95.3955,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2318,79680208896,7385620480,408983552,87.2071,494512128,59996160,90.2318,79680208896,7385612288,68223389696,90.2318,79680208896,7385600000,68223397888,90.2318,79680208896,7385612288,8004370432,8371621888,5295520,4935288,4,239,3558,0.4900,8.1900,8.7400,5813,74.4630,0.0000,0.8968,0.0000,6.7828,0.0000,5.3290,12.5719,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.8849,79680208896,6891823104,408983552,87.2071,494512128,59996160,90.8847,79680208896,6891978752,68717285376,90.8850,79680208896,6891724800,68717371392,90.8852,79680208896,6891638784,3296088064,8371621888,23866328,27591600,3,214,5352,7.0100,3.9800,5.4800,9707,20.0915,0.0000,0.2448,0.0000,21.1394,0.0000,10.1421,48.3518,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9459,79680208896,6845726720,408983552,87.2071,494512128,59996160,90.9459,79680208896,6845726720,68763303936,90.9459,79680208896,6845706240,68763275264,90.9459,79680208896,6845734912,7064768512,8371621888,0
1527830592,80448,50656,2,205,592,0.3100,2.3100,1.8000,1420,73.0784,0.0000,13.2920,4.5813,1.0129,0.0000,3.2403,7.7458,4097200128,95.3956,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2318,79680208896,7385628672,408983552,87.2071,494512128,59996160,90.2318,79680208896,7385620480,68223389696,90.2318,79680208896,7385620480,68223389696,90.2318,79680208896,7385620480,8007208960,8371621888,5286792,4428368,2,239,3388,0.4500,8.1400,8.5900,6164,74.4544,0.0000,0.8969,0.0000,6.8336,0.0000,5.2765,12.4894,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.8844,79680208896,6892216320,408983552,87.2071,494512128,59996160,90.8842,79680208896,6892376064,68716867584,90.8845,79680208896,6892142592,68716953600,90.8846,79680208896,6892056576,3298553856,8371621888,25194424,28162048,2,214,5300,6.9300,3.9600,5.4900,10280,20.3290,0.0000,0.2448,0.0000,21.1059,0.0000,10.0586,48.3192,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9458,79680208896,6845759488,408983552,87.2071,494512128,59996160,90.9458,79680208896,6845763584,68763258880,90.9459,79680208896,6845751296,68763226112,90.9458,79680208896,6845784064,7064723456,8371621888,0
1527830597,68792,81648,4,205,693,0.2900,2.3000,1.8000,1692,80.2434,0.0000,11.2755,3.2959,0.9927,0.0000,2.6364,5.2444,4097204224,95.3956,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2318,79680208896,7385636864,408983552,87.2071,494512128,59996160,90.2318,79680208896,7385628672,68223373312,90.2318,79680208896,7385620480,68223373312,90.2318,79680208896,7385636864,8007217152,8371621888,5276440,4434840,6,239,3331,0.4100,8.1000,8.4500,6032,74.5645,0.0000,0.8960,0.0000,6.6351,0.0000,5.2952,12.5444,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.8839,79680208896,6892605440,408983552,87.2071,494512128,59996160,90.8837,79680208896,6892765184,68716482560,90.8840,79680208896,6892527616,68716556288,90.8841,79680208896,6892453888,3298426880,8371621888,23282296,27195784,3,214,5446,6.3800,3.9500,5.4000,9933,20.2832,0.0000,0.2766,0.0163,21.1366,0.0000,10.0130,48.3000,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9458,79680208896,6845804544,408983552,87.2071,494512128,59996160,90.9458,79680208896,6845825024,68763213824,90.9458,79680208896,6845796352,68763164672,90.9457,79680208896,6845845504,7064780800,8371621888,0
